latitude,longitude,depth,distance,gravity,force,magnitude,year,month,day,hour,minutes,Md,Mi,Ml,m,mb,ml,ml(texnet),ms,ms_20,mw,mwb,mwc,mwp,mwr,mww
-0.9720702466054778,-0.8374101927731459,0.8355841651588994,0.9135044989356373,0.061509327972487426,0.08649550106434845,5.6,2016,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9572474092354264,0.7626166221186675,0.5226572535956959,0.21464784495529443,0.2563091070612131,0.7853521550447056,5.5,2014,3,26,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6263623041343473,-0.8764021717046077,0.6248290150473983,0.7154285678319496,0.04306923461649603,0.28457143216803615,5.5,2023,5,30,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.16894227828283567,0.9466727086522442,0.7142626880579335,0.6835490557411248,0.012865122732932832,0.316450944258861,5.1,2011,2,12,8,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3104163962282433,1.041951299715585,0.5226572535956959,0.20429586247840348,0.0858749428296619,0.7957041375215965,5.1,2013,2,8,17,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.09049819322959662,0.6875848330078641,0.6653877286028911,0.42963181094094693,0.0947137569868346,0.5703681890590531,5.2,2013,9,10,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.9121348401819482,-0.8817924540072976,0.6933603828277768,0.6740898344727952,0.282924093623933,0.32591016552720475,5.7,2021,12,11,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9792314021635661,0.16938394652786112,0.5226572535956959,0.18080126804798624,0.30232267771754096,0.8191987319520138,5.6,2018,7,10,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7642315527282614,-0.4128524883004483,0.5226572535956959,0.23204225742848905,0.26689496900110043,0.7679577425714967,5.2,2017,8,16,19,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.13235095312177972,0.7259849187261846,0.6432247292096145,0.0007036909784403633,0.35516200812213583,0.9992963090215596,5.1,2023,1,21,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4081607055887928,-1.0037208342891724,0.6121421025594009,0.136882140778539,0.038691353241176785,0.863117859221461,5.7,2011,4,14,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.21681287038982108,0.6990505342777706,0.6882006952120628,0.1094373002525515,0.18051964763446904,0.8905626997474485,5.1,2012,10,18,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.4401429366951406,-0.9253898486245714,0.5226572535956959,0.2238055796451448,0.1423081618059996,0.776194420354841,5.1,2014,3,2,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.005752994144395368,0.24509033173912165,0.5226572535956959,0.2305942420320406,0.09766913988499937,0.7694057579679452,5.5,2013,11,8,9,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3097686209629255,1.041440487764518,0.64191876235049,0.2619750075670737,0.0722022328657772,0.7380249924329121,5.3,2013,2,9,22,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.4356054440035614,0.23707950304619502,0.5226572535956959,0.7576826755173585,0.09967276173233586,0.24231732448262733,5.5,2020,5,23,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6213096570648685,-1.7498087159547993,0.9775131527786188,0.7790973402321981,0.339968193502898,0.22090265976780188,5.6,2023,2,27,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7350330826440616,-0.8622502482221844,0.766736404538292,0.7663637509117791,0.14001264099977107,0.2336362490882209,5.1,2011,11,3,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5076412923832274,-1.7145286372010924,0.7764915621232027,0.34834354697923686,0.1348787284287596,0.6516564530207347,5.2,2019,5,9,23,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.8464632107420575,-0.5009075497256028,0.5226572535956959,0.36819869962347695,0.6980006311274565,0.6318013003765088,5.5,2021,8,12,23,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.8677361504550942,-0.44234579737992263,0.5226572535956959,0.7272012376096484,0.4283027548067935,0.2727987623903516,5.6,2017,11,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.21429776306080808,-0.9258268766271511,0.5226572535956959,0.967247518569522,0.36883422414240385,0.03275248143046383,5.2,2023,9,14,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.16497141590643755,0.7538225484341047,0.7350947847928027,0.5488267517955308,0.6210499183072216,0.4511732482044408,5.9,2019,9,21,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5425125344920312,-0.6813401146570852,0.5226572535956959,0.5023788979984118,0.2940543765608936,0.49762110200157395,5.2,2019,6,14,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7110440522277912,-1.7542446718028764,0.6279593178380696,0.6453866952796403,0.2678645649581881,0.35461330472034547,5.3,2013,11,15,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.859085111786775,-0.5075659429671325,0.6687891351498894,0.3689910156606544,0.7093242567805191,0.6310089843393598,5.5,2021,8,12,23,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.2646491613919886,0.8467643775244688,0.5759996483651693,0.6429768048109139,0.4410926656468064,0.3570231951890719,5.8,2011,3,12,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1301729286535653,0.9287261821047504,0.7086508195775005,0.5269118175667273,0.7511493911155185,0.47308818243325845,5.3,2015,7,27,21,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.1781763146899409,0.952872181950434,0.705884178946101,0.8773749353417344,0.32635301012862783,0.1226250646582514,5.2,2014,4,11,8,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7414538620581352,-1.674365034032659,0.6434950874207044,0.678187024474127,0.3159004991013603,0.32181297552585875,5.5,2017,8,9,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09459213290640513,0.7214881519315518,0.6662877107350156,0.603861299052312,0.07368527211980336,0.39613870094765957,5.1,2019,11,14,22,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.5699346007725138,-1.7269567730518192,0.8581977967826215,0.849010888333396,0.04516206933732292,0.150989111666604,5.9,2014,5,9,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.04576133383000272,0.5263515001229212,0.8439815661129447,0.3054048286251998,0.09495592783525808,0.6945951713748002,5.1,2014,6,19,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.012920627455136833,-0.4139600583403813,0.5433495798934642,0.23262138637912244,0.047115801911559174,0.7673786136208776,5.5,2012,5,9,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1475430223930621,0.8896960949801136,0.7773948397703743,0.90792378511523,0.03622171330641777,0.09207621488477002,5.1,2024,1,26,1,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.040851197318893785,0.24905520545454793,0.5226572535956959,0.8789138451334253,0.7478430420949849,0.12108615486656049,5.3,2020,7,10,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.10581657867761599,0.9369834978343824,0.7097694241704458,0.17144561288672833,0.6217776157242838,0.8285543871132575,6.1,2012,12,15,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.1350343089778034,-0.8958259988470926,0.6013250089875262,0.5188691197608648,0.6599571333433687,0.4811308802391068,6.1,2012,1,23,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4641317273885774,-1.0344773894317623,0.5842075791978756,0.9907019984741936,0.05033759070266797,0.009298001525792188,5.2,2017,5,12,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.855614535941418,0.6155757533471851,0.509686169148897,0.9367291929017085,0.14200566583042473,0.06327080709826305,5.1,2021,8,31,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1942066671230323,-0.45536825888165294,0.5226572535956959,0.6039203891738794,0.11901245996943999,0.3960796108260922,6.0,2020,6,21,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.18128239708713975,0.9590424659942774,0.6581597894795261,0.14657325146777112,0.3304329464427269,0.8534267485322289,5.5,2020,11,16,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5959183662411572,0.8892890670445015,0.6236278663399608,0.3344589204320556,0.3219755695915296,0.6655410795679586,5.1,2022,10,1,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.251823211138696,0.8631265762110335,0.5608446924961568,0.6530031948452262,0.28813822827748936,0.3469968051547596,6.1,2011,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.673947875124593,-1.7595846837230804,0.9849341958066885,0.8184537166396098,0.1139493955826083,0.18154628336037604,5.3,2014,9,16,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.1586424785223106,-1.0754882917888704,0.5226572535956959,0.8679637125572839,0.12801352118674458,0.1320362874427019,5.4,2021,12,13,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.4762855576235472,-0.3881405412454869,0.5226572535956959,0.9857396598563071,0.1112097278792703,0.014260340143664507,5.3,2019,10,10,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.8070184355372767,-1.6132581408704711,0.651064130306471,0.5517823185185193,0.683618035211282,0.44821768148148067,6.0,2018,12,31,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.254479089726499,0.8501049255219237,0.4973318929733389,0.3398853022424646,0.36797954566372937,0.660114697757507,5.8,2011,3,15,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.15935022618022562,0.7385306224069188,0.5335980908620916,0.15704584876537808,0.04793037282132673,0.8429541512346077,5.2,2023,1,24,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.44017549850037846,1.050210237070459,0.6648378085103441,0.8274673762221454,0.19025076028066223,0.1725326237778404,5.2,2023,5,29,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9169866769191786,-1.7456370850210838,0.6882006952120628,0.2535438327427926,0.39221531597434023,0.7464561672572074,7.4,2021,3,4,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9699844102511543,-1.7596884677385352,0.8687301691311244,0.7562155594814186,0.129861588679546,0.24378444051856718,5.6,2014,1,10,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.26322596814984156,-0.9446693511205644,0.6648378085103441,0.23214567654784446,0.062371908324678316,0.7678543234521271,5.4,2013,3,30,17,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.8409489039346232,1.0456761728952721,0.5574880125711434,0.9893727838363446,0.6960566973997402,0.010627216163641151,5.3,2023,9,11,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.260493683064975,-0.08597419106110764,0.5327082651780426,0.5626425839751761,0.10442832790903367,0.4373574160248097,5.4,2022,8,31,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.7901942123202268,-0.5128119006233305,0.5226572535956959,0.9891668283824231,0.402912695462021,0.010833171617548487,5.1,2017,5,12,5,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.3343173911769182,-0.5435116988824683,0.5226572535956959,0.7881769756984625,0.6953206732068793,0.21182302430153754,5.1,2011,11,14,11,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.559218485542605,0.9428205378911009,0.5226572535956959,0.729603957511415,0.7275439698228183,0.27039604248855653,5.1,2016,9,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7244646291904017,-1.7281527216674128,0.5226572535956959,0.5485886695775406,0.035185655561633666,0.4514113304224452,5.5,2017,10,16,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9708021066622013,0.7465625322279847,0.43935646387927696,0.7383558363238194,0.06227060185631217,0.2616441636761522,5.3,2015,5,22,13,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.8023140875343229,-0.5077743218106632,0.6764480531492097,0.3406601835916092,0.7514444438979808,0.6593398164083908,5.1,2021,8,13,15,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.8324291596189475,-0.5088737837243887,0.7213774169748932,0.25702875244608947,0.08506901529557354,0.7429712475538963,5.4,2012,3,7,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.8543189854107824,1.0163052965215296,0.5119535968954155,0.987219337411247,0.06762005805188664,0.012780662588738778,5.5,2012,11,2,1,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.200843297758185,0.26873606019780794,0.8021921484910706,0.8989103261419729,0.02616282186323815,0.10108967385801293,5.5,2012,12,29,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.47293673254382623,1.0595353930216074,0.8779914526609784,0.5004823239360974,0.12782092483871565,0.4995176760638742,5.3,2015,9,22,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3362997565307626,0.7201081488510498,0.6892254155991236,0.2909694508594356,0.6939205670157662,0.7090305491405786,5.8,2020,7,27,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.13583448447244287,0.9340183560803305,0.5226572535956959,0.9789181824128264,0.05433610230488739,0.021081817587145224,5.2,2020,9,6,15,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2202346233674457,0.7249300515065997,0.6982231980429454,0.24210868133177144,0.21520831997514733,0.7578913186682144,5.2,2019,4,19,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.07247558577170879,0.9224123842270358,0.5226572535956959,0.5105985697644257,0.05831113206329519,0.48940143023554583,5.1,2017,2,11,22,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7035706380075759,1.0803676016863204,0.6501968090394006,0.659380302745646,0.1747133464970716,0.3406196972543398,5.1,2023,5,20,3,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.6487170285404646,-1.7530333177474886,0.9820143088807555,0.5189089560582119,0.13595324612020931,0.48109104394177393,5.3,2011,1,28,12,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6416221500856547,-1.1259646206805158,0.7035336699211701,0.9899157305651443,0.049055881971355575,0.01008426943482732,5.1,2019,3,3,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7094394819113552,1.0907046517881547,0.5687505776932835,0.5577692740691162,0.1793268520969491,0.44223072593086954,5.7,2021,2,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.43337535779128816,0.860539273138247,0.6180179744844216,0.6321522706949878,0.0664861921610509,0.367847729304998,5.2,2022,9,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.07348113700969801,-0.9491847666054741,0.5955035493476539,0.3283138666616878,0.11911189318146853,0.6716861333383122,5.8,2022,3,27,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8046607066134919,0.8584441333262508,0.5893672668135895,0.6913416296699495,0.17650479158123744,0.3086583703300221,5.6,2018,8,17,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.056650262998023,-0.8904195002919879,0.552433913386785,0.5080657832761517,0.05524918803030232,0.4919342167238483,5.5,2021,4,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5769111403799865,1.0599189073912183,0.5226572535956959,0.9648811812056266,0.2282647438917138,0.035118818794330764,5.2,2011,1,9,15,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.06984237931819194,0.8299262318295285,0.7153899096381279,0.9565931958391332,0.10073662431284447,0.04340680416083842,5.1,2017,9,27,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8803290746548443,-0.8622932212910838,0.7948029739654185,0.945490813638628,0.07472074012895291,0.05450918636137203,5.6,2017,8,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09121398489777278,-0.9950402743715133,0.5226572535956959,0.8141440537535658,0.04100345524648219,0.18585594624642,5.8,2019,4,5,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.0718569603933303,0.9474300076400166,0.7198499962622043,0.9498207892720245,0.10284683617402379,0.05017921072797549,5.1,2015,1,11,8,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.1663414605925847,0.9533189397044627,0.6799927643793566,0.8427145796041629,0.1074001247313845,0.15728542039582294,5.8,2023,3,8,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.06662617512588909,0.886332033416657,0.5200164138091298,0.9843533715264954,0.3631169216735657,0.01564662847349041,6.0,2014,7,29,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03826483471069578,0.7108405605959737,0.6473426959076516,0.12233276669935833,0.13039646967609997,0.8776672333006275,5.9,2014,9,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.0020946301529576,-1.7535433188859348,0.6648702306161443,0.634565594007455,0.027523543565905584,0.36543440599251653,5.2,2014,2,20,5,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.7670686353483813,-0.5256251724689094,0.7100136090084779,0.17607278769040136,0.28402348410912737,0.8239272123095986,5.2,2023,7,30,8,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.48402016733341385,-1.7431251875220266,0.5226572535956959,0.9640734530434827,0.3422280646690865,0.03592654695651731,5.4,2011,3,31,2,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.7769830088260423,-0.8754243316839934,0.6947764862883792,0.3809672733809748,0.2164317960445601,0.6190327266190252,5.2,2023,5,7,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2607948985633477,0.8442427502739625,0.5414420798564785,0.7561576411979019,0.40218613580037754,0.24384235880208394,5.2,2011,3,11,19,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.38863028133946115,0.7246397805883743,0.6557264495184836,0.8617021260118918,0.041567153411619984,0.13829787398810822,5.3,2012,9,4,6,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.97879091498315,-1.2079483172015575,0.5226572535956959,0.8987019055509506,0.05678615302701928,0.10129809444902094,5.3,2012,2,1,21,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.9228699759050106,0.14846741335059105,0.5044791284165758,0.4626317498958912,0.3418508697191669,0.5373682501040946,5.1,2020,2,16,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.3577524006993698,0.4439072620332983,0.5226572535956959,0.9741545124808226,0.13157651648901947,0.025845487519148946,5.5,2021,7,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6846394058786632,-0.4072197730241567,0.5226572535956959,0.016168437828284254,0.06446120338790706,0.9838315621717015,5.1,2023,8,30,7,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7864321376054768,-0.5914258598925703,0.5226572535956959,0.40650091496264906,0.17318327777513787,0.5934990850373367,5.4,2022,11,3,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04336606492507346,0.7091208270273808,0.7195900795543011,0.9237849841652661,0.14611095133182062,0.07621501583471968,5.6,2011,1,8,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.5343944108408526,1.06113431550971,0.5226572535956959,0.49101234206503364,0.10347166334025815,0.5089876579349664,5.1,2019,9,5,7,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.45368485165858125,-0.4104832938226414,0.5226572535956959,0.7620437434466538,0.11138116549267352,0.23795625655333197,5.3,2020,6,10,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3121977782078672,1.0387648061160708,0.5226572535956959,0.4211828619845477,0.3902688154883549,0.5788171380154381,5.7,2013,2,11,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.2702476789839146,1.125679054183842,0.6121421025594009,0.9910951019392513,0.02190465084385096,0.008904898060734467,5.6,2015,10,12,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.897862611787417,0.8528770938722393,0.5608446924961568,0.29152358610618023,0.06811073464626816,0.7084764138938056,5.8,2015,11,20,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2277518822794868,0.27599688721654864,0.7916540952937837,0.9834165471110055,0.41215860987506403,0.016583452888994543,5.3,2022,1,14,16,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.16395266944030862,0.7253005928742787,0.5226572535956959,0.9028313577253186,0.1303646162223231,0.09716864227465294,5.2,2022,5,8,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0729208114051981,-0.5386849313511938,0.5226572535956959,0.28047430577562693,0.04406232557812473,0.7195256942243589,5.5,2023,11,21,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8264568447146893,-0.8178574464239631,0.9799053640792866,0.6998653472124516,0.06609405267028023,0.30013465278750573,5.2,2020,4,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.44107590611917025,-1.7267435293325641,0.5893672668135895,0.9768555421330944,0.6439238817495152,0.023144457866891344,6.7,2014,6,29,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.321520590810565,-0.17788709893575058,0.8878554481696227,0.8634916769999705,0.039395063629569904,0.13650832300001525,5.2,2023,5,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2689244781430862,0.8609049496302016,0.6648378085103441,0.4553442736673219,0.3780447456160232,0.5446557263326781,5.1,2012,12,7,14,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4172261473849435,0.8530554726488023,0.6823514491647604,0.954881851580808,0.7757367497283667,0.04511814841919204,5.1,2021,12,20,16,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
