time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-13T01:52:40.120Z,53.5695,-150.8889,16.42,3,ml,12,289,3.908,0.55,us,us6000i2ws,2022-07-22T18:30:49.040Z,"south of Alaska",earthquake,10.9,10,0.128,8,reviewed,us,us
2022-05-13T01:19:20.517Z,-36.1759,-99.9023,10,4.5,mb,20,121,12.074,0.66,us,us6000hmcn,2022-07-22T18:31:00.040Z,"southeast of Easter Island",earthquake,14.8,1.9,0.15,15,reviewed,us,us
2022-05-13T00:56:21.183Z,-23.276,179.8923,523.58,4.8,mb,64,138,5.766,0.94,us,us6000hkqs,2024-01-18T16:35:31.303Z,"south of the Fiji Islands",earthquake,13.5,8.1,0.08,48,reviewed,us,us
2022-05-12T23:16:51.007Z,20.3517,120.8832,10,4.5,mb,73,108,2.46,0.7,us,us6000hkqe,2022-07-22T18:30:52.040Z,"113 km W of Basco, Philippines",earthquake,9.8,1.8,0.077,49,reviewed,us,us
2022-05-12T22:59:34.779Z,57.1961,122.1788,10,4.2,mb,43,62,6.162,0.57,us,us6000hm2e,2022-07-22T18:31:00.040Z,"Southwestern Sakha, Russia",earthquake,6.4,1.8,0.112,22,reviewed,us,us
2022-05-12T22:34:55.050Z,54.3227,-159.952,10,2.9,ml,13,253,0.551,0.73,us,us6000i1y5,2022-07-22T18:31:03.040Z,"118 km SSE of Sand Point, Alaska",earthquake,3.3,2,0.091,16,reviewed,us,us
2022-05-12T22:24:19.137Z,-0.7673,98.626,28.91,4.1,mb,18,187,2.31,0.46,us,us6000hm2d,2022-07-22T18:31:00.040Z,"167 km W of Pariaman, Indonesia",earthquake,11.2,7.1,0.197,7,reviewed,us,us
2022-05-12T22:00:42.342Z,54.2597,-159.6576,27.97,2.9,ml,13,273,0.573,0.68,us,us6000i1xy,2022-07-22T18:31:03.040Z,"131 km SSE of Sand Point, Alaska",earthquake,5.2,13.4,0.081,20,reviewed,us,us
2022-05-12T21:56:23.278Z,67.7825,-164.3519,11.1,3.1,ml,,,,0.5,ak,ak02262nryrc,2022-07-22T18:30:52.040Z,"9 km NE of Kivalina, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-05-12T21:55:48.612Z,-12.3781,-76.8699,52.73,5.4,mww,197,47,0.389,1.03,us,us6000hkpv,2022-07-22T18:30:52.040Z,"9 km W of San Bartolo, Peru",earthquake,6.9,3.5,0.071,19,reviewed,us,us
2022-05-12T21:23:29.680Z,4.014,-76.4472,69.18,5,mww,220,52,2.274,0.94,us,us6000hkph,2022-07-22T18:30:52.040Z,"10 km NNE of Darien, Colombia",earthquake,5.6,4.3,0.086,13,reviewed,us,us
2022-05-12T21:12:04.312Z,43.672,11.2558,7.93,3.5,ml,38,55,0.148,0.69,us,us6000hkpc,2023-11-04T15:21:13.496Z,"1 km S of Impruneta, Italy",earthquake,4.8,7.1,0.062,34,reviewed,us,us
2022-05-12T20:50:44.601Z,31.67218158,-104.4051091,6.362939453,3.2,ml,15,58,0.08163150803,0.3,tx,tx2022jgye,2022-07-22T18:30:52.040Z,"55 km S of Whites City, New Mexico",earthquake,1.385856484,1.921407151,0.1,8,reviewed,tx,tx
2022-05-12T20:23:33.753Z,54.4525,-159.6856,35,3.4,ml,55,193,0.383,0.93,us,us6000hknv,2022-07-22T18:30:52.040Z,"111 km SSE of Sand Point, Alaska",earthquake,2,2,0.069,28,reviewed,us,us
2022-05-12T20:10:22.306Z,37.2699,141.5775,48.4,4.4,mb,91,110,2.796,0.76,us,us6000hknq,2022-07-22T18:30:52.040Z,"56 km ESE of Namie, Japan",earthquake,7.6,5.4,0.063,74,reviewed,us,us
2022-05-12T18:51:28.475Z,63.1086,-150.9126,129,3.4,mb,,,,0.54,ak,ak02262lylqk,2022-07-22T18:30:52.040Z,"63 km SE of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-05-12T18:34:47.979Z,43.9411,20.3422,10,3.1,ml,26,42,0.297,0.46,us,us6000hkn2,2022-07-22T18:30:49.040Z,"5 km N of ?a?ak, Serbia",earthquake,4.5,1.1,0.06,36,reviewed,us,us
2022-05-12T18:05:04.162Z,32.36938477,-101.6144245,2.054199219,2.8,ml,10,61,0.1763804958,0.2,tx,tx2022jgss,2022-07-22T18:30:48.040Z,"18 km NW of Big Spring, Texas",earthquake,0.929270813,1.485290218,0.2,6,reviewed,tx,tx
2022-05-12T17:24:55.445Z,12.7224,-91.5801,10,4.4,mb,33,230,2.083,0.79,us,us6000hm29,2022-07-22T18:31:00.040Z,"156 km SSW of Puerto San José, Guatemala",earthquake,9.6,1.9,0.097,31,reviewed,us,us
2022-05-12T17:16:25.594Z,31.7518049,-104.1830494,7.365551758,3,ml,16,69,0.02886979125,0.3,tx,tx2022jgrc,2022-07-22T18:30:52.040Z,"50 km SSE of Whites City, New Mexico",earthquake,0.9422564055,1.40397398,0.2,12,reviewed,tx,tx
2022-05-12T17:13:29.831Z,-56.1245,-26.5095,35,4.4,mb,16,91,6.004,0.71,us,us6000hm2c,2022-07-22T18:31:00.040Z,"South Sandwich Islands region",earthquake,14.9,1.9,0.162,11,reviewed,us,us
2022-05-12T16:53:00.273Z,-6.4422,-80.7481,51.78,4.8,mb,150,85,2.436,1.04,us,us6000hkmc,2022-07-22T18:30:51.040Z,"82 km W of Mórrope, Peru",earthquake,4.2,5.8,0.032,321,reviewed,us,us
2022-05-12T16:48:13.500Z,34.7905,-97.76983333,14.91,2.84,ml,92,62,0.1628680397,0.24,ok,ok2022jgqe,2022-07-22T18:30:51.040Z,"11 km SSW of Bradley, Oklahoma",earthquake,,1.3,0.22,35,reviewed,ok,ok
2022-05-12T16:43:28.129Z,-20.0562,-69.1937,100.12,4,mb,46,67,0.092,0.76,us,us6000hkm6,2022-07-22T18:30:51.040Z,"101 km E of Iquique, Chile",earthquake,3.2,3.9,0.144,13,reviewed,us,us
2022-05-12T16:14:30.356Z,6.1763,126.9245,61.7,4.6,mb,122,45,1.604,0.72,us,us6000hkm4,2022-07-22T18:30:51.040Z,"85 km ESE of Pondaguitan, Philippines",earthquake,7.2,5.6,0.054,111,reviewed,us,us
2022-05-12T15:40:08.815Z,65.7528,-148.054,16.1,2.6,ml,,,,0.77,ak,ak02262k3wn9,2022-07-22T18:30:51.040Z,"34 km NE of Livengood, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-05-12T15:33:20.030Z,42.3802,140.7871,130.79,4.4,mb,145,72,1.603,0.69,us,us6000hkkn,2022-07-22T18:30:51.040Z,"11 km SW of Date, Japan",earthquake,6.4,3,0.051,118,reviewed,us,us
2022-05-12T15:31:31.688Z,-29.1268,-68.6632,105.15,4,mb,27,103,1.507,1.01,us,us6000hkkm,2022-07-22T18:30:51.040Z,"60 km SW of Vinchina, Argentina",earthquake,7.5,6.7,0.365,2,reviewed,us,us
2022-05-12T13:27:23.896Z,33.9546,87.7981,10,4.2,mb,25,77,6.036,0.93,us,us6000hm24,2022-07-22T18:31:00.040Z,"western Xizang",earthquake,6.7,1.9,0.141,14,reviewed,us,us
2022-05-12T13:06:55.125Z,14.0323,145.2355,97.49,4.1,mb,12,92,0.566,0.97,us,us6000hm23,2022-07-22T18:31:00.040Z,"66 km NE of Yigo Village, Guam",earthquake,13.3,8.4,0.261,4,reviewed,us,us
2022-05-12T13:03:33.252Z,-47.0188,32.7839,10,4.4,mb,15,90,14.566,1.21,us,us6000hm22,2024-01-18T16:35:25.840Z,"Prince Edward Islands region",earthquake,6.9,1.9,0.155,14,reviewed,us,us
2022-05-12T12:24:01.464Z,6.2513,127.5139,10,4.5,mb,43,88,2.086,0.99,us,us6000hm2a,2022-07-22T18:31:00.040Z,"147 km SE of Lukatan, Philippines",earthquake,5.7,1.9,0.086,40,reviewed,us,us
2022-05-12T12:23:52.772Z,-30.2292,-177.556,10,4.2,mb,24,191,1.014,1.19,us,us6000hm21,2022-07-22T18:31:00.040Z,"Kermadec Islands, New Zealand",earthquake,6.4,1.9,0.176,13,reviewed,us,us
2022-05-12T11:45:39.187Z,23.9365,122.6476,10,4.3,mb,43,102,0.624,0.79,us,us6000hkjs,2022-07-22T18:30:51.040Z,"68 km SSW of Yonakuni, Japan",earthquake,6.1,1.9,0.122,19,reviewed,us,us
2022-05-12T11:38:24.833Z,51.101,-176.3748,24.05,3.2,ml,17,224,0.806,0.33,us,us6000i1yu,2022-07-22T18:31:03.040Z,"87 km SSE of Adak, Alaska",earthquake,5.1,9.2,0.105,12,reviewed,us,us
2022-05-12T11:24:20.002Z,52.4878,-169.0814,49.17,3.8,mb,73,177,0.504,1.22,us,us6000hkjv,2022-07-22T18:30:51.040Z,"52 km SSW of Nikolski, Alaska",earthquake,6.6,7.2,0.084,36,reviewed,us,us
2022-05-12T11:22:57.305Z,52.5681,-169.084,44.27,3.3,ml,24,185,0.428,0.99,us,us6000hm20,2022-07-22T18:31:00.040Z,"43 km SSW of Nikolski, Alaska",earthquake,6,11.7,0.081,20,reviewed,us,us
2022-05-12T10:59:11.645Z,-21.8707,-178.829,551.57,4.6,mb,101,67,7.405,0.73,us,us6000hkjg,2022-07-22T18:30:51.040Z,"Fiji region",earthquake,11,5.9,0.033,273,reviewed,us,us
2022-05-12T10:40:28.758Z,52.2808,-169.1059,23.68,3.1,ml,15,222,0.709,0.7,us,us6000i1yr,2022-07-22T18:31:03.040Z,"75 km SSW of Nikolski, Alaska",earthquake,5.3,14.1,0.097,14,reviewed,us,us
2022-05-12T10:28:19.975Z,51.2453,-179.279,33.81,2.8,ml,15,208,0.424,0.32,us,us6000i1yq,2022-07-22T18:31:03.040Z,"196 km WSW of Adak, Alaska",earthquake,2.3,11.8,0.097,14,reviewed,us,us
2022-05-12T10:27:44.655Z,38.0642,66.9903,30.27,5.3,mww,128,22,1.693,0.82,us,us6000hkj2,2022-07-22T18:30:51.040Z,"24 km SW of Boysun, Uzbekistan",earthquake,2,3.5,0.075,17,reviewed,us,us
2022-05-12T08:37:24.207Z,53.4482,-163.578,14.08,2.7,ml,26,206,1.246,0.32,us,us6000i1yn,2022-07-22T18:31:03.040Z,"156 km S of False Pass, Alaska",earthquake,6.2,5.8,0.077,22,reviewed,us,us
2022-05-12T07:45:38.016Z,-25.1955,179.248,523.51,4.7,mb,72,104,4.77,0.71,us,us6000hkij,2022-07-22T18:30:51.040Z,"south of the Fiji Islands",earthquake,10.9,7,0.033,295,reviewed,us,us
2022-05-12T07:44:29.106Z,52.0919,-175.4766,152.02,2.5,ml,17,173,0.432,0.35,us,us6000i2hy,2022-07-22T18:31:04.040Z,"83 km ENE of Adak, Alaska",earthquake,13.7,2.2,0.128,8,reviewed,us,us
2022-05-12T07:22:11.773Z,-0.0355,123.3797,128.76,5.1,mww,122,44,1.169,0.68,us,us6000hki3,2022-07-22T18:30:51.040Z,"72 km SSE of Gorontalo, Indonesia",earthquake,6.6,5.1,0.057,30,reviewed,us,us
2022-05-12T07:09:45.988Z,60.9141,-152.7587,144.1,2.9,ml,,,,0.53,ak,ak02262f5znb,2022-07-22T18:30:51.040Z,"83 km WNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-05-12T06:44:49.037Z,-17.7806,-178.4142,580.49,4.4,mb,50,120,3.366,0.42,us,us6000hkhz,2022-07-22T18:30:51.040Z,"242 km E of Levuka, Fiji",earthquake,15,9.4,0.088,43,reviewed,us,us
2022-05-12T06:33:22.703Z,32.26959229,-101.9456221,5.697957357,2.6,ml,15,63,0.05170784703,0.3,tx,tx2022jfvw,2022-07-22T18:30:48.040Z,"21 km NW of Stanton, Texas",earthquake,1.086421297,1.688703751,0.2,13,reviewed,tx,tx
2022-05-12T06:25:37.310Z,-8.064,120.0197,213.35,4.1,mb,16,86,3.041,0.58,us,us6000hm1s,2022-07-22T18:30:59.040Z,"49 km NNE of Labuan Bajo, Indonesia",earthquake,11.3,7.7,0.214,6,reviewed,us,us
2022-05-12T06:10:52.595Z,31.3784,56.0822,10,4.1,mb,22,81,6.41,0.78,us,us6000hm1z,2022-07-22T18:31:00.040Z,"40 km NW of Shahrak-e P?bed?n?, Iran",earthquake,6,1.9,0.135,15,reviewed,us,us
2022-05-12T06:02:11.592Z,-14.8895,167.3736,109.63,4.3,mb,20,182,0.578,0.37,us,us6000hm1p,2022-07-22T18:30:59.040Z,"36 km ENE of Port-Olry, Vanuatu",earthquake,7.4,5.8,0.142,15,reviewed,us,us
2022-05-12T05:54:42.733Z,9.6892,126.456,35,4.3,mb,23,133,2.743,0.29,us,us6000hm1r,2022-07-22T18:30:59.040Z,"38 km E of Union, Philippines",earthquake,5.3,2,0.143,15,reviewed,us,us
2022-05-12T05:52:45.119Z,2.2904,66.8083,10,4.2,mb,20,202,6.437,0.35,us,us6000hm1q,2022-07-22T18:30:59.040Z,"Carlsberg Ridge",earthquake,14.8,1.9,0.159,11,reviewed,us,us
2022-05-12T05:45:14.603Z,54.7542,-165.048,203.21,2.6,ml,38,154,0.236,0.57,us,us6000i2hq,2022-07-22T18:31:03.040Z,"83 km NE of Akutan, Alaska",earthquake,10.6,4.7,0.115,10,reviewed,us,us
2022-05-12T05:43:06.205Z,9.618,126.4223,35,4.3,mb,51,120,2.665,0.41,us,us6000hm1n,2022-07-22T18:30:59.040Z,"37 km ESE of Union, Philippines",earthquake,11,2,0.087,40,reviewed,us,us
2022-05-12T05:35:51.468Z,2.6156,67.1406,10,4.2,mb,19,120,6.22,0.43,us,us6000hm1m,2022-07-22T18:30:59.040Z,"Carlsberg Ridge",earthquake,7.4,1.9,0.137,15,reviewed,us,us
2022-05-12T05:35:42.551Z,51.9944,-166.0722,10,2.7,ml,16,250,1.836,0.59,us,us6000i2hu,2022-07-22T18:31:04.040Z,"211 km S of Unalaska, Alaska",earthquake,3,2,0.097,14,reviewed,us,us
2022-05-12T05:34:22.594Z,-14.7322,167.9133,10,4.8,mb,63,63,0.987,0.6,us,us6000hkhp,2022-07-22T18:30:51.040Z,"96 km ENE of Port-Olry, Vanuatu",earthquake,8.1,1.9,0.063,79,reviewed,us,us
2022-05-12T05:07:35.696Z,-4.6776,122.6894,53.81,4.2,mb,20,91,2.946,0.92,us,us6000hm1l,2022-07-22T18:30:59.040Z,"34 km NE of Katabu, Indonesia",earthquake,3.8,11,0.176,9,reviewed,us,us
2022-05-12T04:23:00.934Z,56.302,-156.4011,24.3,2.7,ml,,,,0.72,ak,ak02262dgh3v,2022-07-22T18:30:50.040Z,"123 km E of Chignik, Alaska",earthquake,,1,,,reviewed,ak,ak
2022-05-12T04:05:25.135Z,-23.0814,-179.8983,541.76,4.4,mb,13,101,31.579,0.33,us,us6000hm1w,2022-07-22T18:31:00.040Z,"south of the Fiji Islands",earthquake,17,10.5,0.169,11,reviewed,us,us
2022-05-12T03:53:41.036Z,31.61416492,-103.9456909,6.825683594,2.9,ml,11,63,0.1218832055,0.8,tx,tx2022jfqp,2022-07-22T18:30:50.040Z,"western Texas",earthquake,1.280295292,2.098265795,0.1,10,reviewed,tx,tx
2022-05-12T03:46:21.491Z,24.635,127.5606,10,4.3,mb,20,141,2.283,0.39,us,us6000hm1k,2022-07-22T18:30:59.040Z,"165 km S of Itoman, Japan",earthquake,9.8,1.9,0.188,8,reviewed,us,us
2022-05-12T03:22:07.968Z,-24.1009,-66.7735,203.17,4.2,mb,26,93,1.723,0.72,us,us6000hkh4,2022-07-22T18:30:50.040Z,"47 km WNW of San Antonio de los Cobres, Argentina",earthquake,11.4,10.3,0.216,6,reviewed,us,us
2022-05-12T02:57:43.374Z,-19.7974,-176.7489,291.67,4.8,mb,62,123,5.614,0.82,us,us6000hkh3,2022-07-22T18:30:50.040Z,"219 km NW of Nuku‘alofa, Tonga",earthquake,9.6,5.9,0.034,269,reviewed,us,us
2022-05-12T01:59:35.809Z,1.6973,127.3013,67.11,4.5,mb,33,99,0.921,0.51,us,us6000hm1j,2022-07-22T18:30:59.040Z,"78 km W of Tobelo, Indonesia",earthquake,4.8,8.7,0.124,22,reviewed,us,us
2022-05-12T01:55:20.501Z,51.7629,-173.6962,45.24,2.7,ml,17,206,0.537,0.55,us,us6000i2hs,2022-07-22T18:31:03.040Z,"59 km SE of Atka, Alaska",earthquake,12.7,55.8,0.105,12,reviewed,us,us
2022-05-12T01:53:48.806Z,-56.9206,-25.6429,35,4.1,mb,15,83,6.689,0.7,us,us6000hm1t,2022-07-22T18:30:59.040Z,"South Sandwich Islands region",earthquake,7.4,1.9,0.145,13,reviewed,us,us
2022-05-12T01:33:18.482Z,-15.9236,-174.8895,10,4.5,mb,18,120,3.61,0.45,us,us6000hm1h,2022-07-22T18:30:59.040Z,"117 km W of Hihifo, Tonga",earthquake,13.8,1.9,0.191,13,reviewed,us,us
2022-05-12T01:01:03.155Z,-28.3607,-67.7942,171.73,4.6,mb,39,76,1.926,0.84,us,us6000hkgv,2022-07-22T18:30:50.040Z,"39 km SW of Tinogasta, Argentina",earthquake,8.8,9.3,0.183,9,reviewed,us,us
2022-05-12T00:12:14.818Z,-22.8982,171.2456,10,4.3,mb,21,128,3.518,0.81,us,us6000hm1e,2022-07-22T18:30:59.040Z,"southeast of the Loyalty Islands",earthquake,9.4,1.8,0.169,10,reviewed,us,us
2022-05-12T00:06:47.078Z,-36.5266,52.3331,10,4.4,mb,14,101,12.397,0.54,us,us6000hm1d,2024-01-18T16:35:22.471Z,"Southwest Indian Ridge",earthquake,13.9,1.9,0.189,8,reviewed,us,us
2022-05-11T23:44:12.891Z,36.3036,141.7744,39.27,4.1,mb,17,163,2.885,0.46,us,us6000hm10,2022-07-22T18:30:59.040Z,"105 km ESE of Takahagi, Japan",earthquake,5,10.8,0.197,7,reviewed,us,us
2022-05-11T23:12:03.898Z,55.1465,-160.5515,54.62,2.8,ml,30,133,0.207,0.41,us,us6000i1pf,2022-07-22T18:31:03.040Z,"21 km S of Sand Point, Alaska",earthquake,3.9,11.8,0.074,24,reviewed,us,us
2022-05-11T22:41:12.786Z,60.3246,-141.2872,12.4,2.7,ml,,,,0.59,ak,ak022610qtce,2022-07-22T18:30:50.040Z,"122 km NW of Yakutat, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2022-05-11T22:24:56.795Z,-6.9066,155.1886,10,5.1,mb,114,66,4.042,0.7,us,us6000hkgb,2022-07-22T18:30:50.040Z,"73 km SSW of Panguna, Papua New Guinea",earthquake,4.8,1.8,0.063,82,reviewed,us,us
2022-05-11T20:05:20.340Z,55.3007,-160.8177,79.49,3.1,ml,70,125,0.2,0.7,us,us6000hkfi,2022-07-22T18:30:50.040Z,"20 km WSW of Sand Point, Alaska",earthquake,7.8,8.5,0.06,36,reviewed,us,us
2022-05-11T20:02:53.239Z,43.759,-105.3019,0,3.4,ml,18,103,0.983,1.11,us,us6000hkfh,2022-07-22T18:30:50.040Z,"15 km E of Wright, Wyoming",mining explosion,5.2,1.3,0.043,72,reviewed,us,us
2022-05-11T19:18:18.395Z,21.7005,143.1473,278.1,4,mb,40,100,5.442,0.9,us,us6000hm0u,2022-07-22T18:30:59.040Z,"Mariana Islands region",earthquake,12.9,8,0.122,22,reviewed,us,us
2022-05-11T19:12:56.271Z,5.4117,126.0284,138.12,4.6,mb,95,84,1.706,0.82,us,us6000hkf7,2022-07-22T18:30:50.040Z,"62 km E of Sarangani, Philippines",earthquake,8,5.2,0.053,104,reviewed,us,us
2022-05-11T18:52:15.548Z,-2.77,103.2352,277.71,4.4,mb,76,51,1.468,0.98,us,us6000hkf4,2022-07-22T18:30:50.040Z,"71 km NE of Lubuklinggau, Indonesia",earthquake,5.9,5.5,0.071,57,reviewed,us,us
2022-05-11T18:25:06.297Z,-32.8061,-178.5985,10,4.9,mb,19,126,3.58,1.2,us,us6000hm0s,2022-07-22T18:30:59.040Z,"south of the Kermadec Islands",earthquake,8.2,1.9,0.144,15,reviewed,us,us
2022-05-11T18:16:39.713Z,37.6664,142.3381,35,4.4,mb,45,121,3.271,1.12,us,us6000hkey,2022-07-22T18:30:50.040Z,"119 km E of Namie, Japan",earthquake,7.4,2,0.105,29,reviewed,us,us
2022-05-11T17:43:26.964Z,-30.4163,-178.0726,54.65,5.1,mb,111,49,1.158,0.89,us,us6000hkeu,2022-07-22T18:30:50.040Z,"Kermadec Islands, New Zealand",earthquake,10,4.8,0.052,123,reviewed,us,us
2022-05-11T17:27:41.475Z,4.6896,95.0484,58.82,4.9,mww,255,39,4.204,0.64,us,us7000h8nd,2022-07-22T18:31:13.040Z,"99 km SSW of Banda Aceh, Indonesia",earthquake,7.4,4.7,0.098,10,reviewed,us,us
2022-05-11T17:15:17.075Z,51.6391,-179.6308,83.18,2.5,ml,15,150,0.501,0.37,us,us6000i1pe,2022-07-22T18:31:03.040Z,"208 km W of Adak, Alaska",earthquake,4.4,7.2,0.097,14,reviewed,us,us
2022-05-11T16:47:43.750Z,52.9509,-169.289,81.24,3.6,mb,45,138,0.263,0.76,us,us6000hkfb,2022-07-22T18:30:50.040Z,"28 km W of Nikolski, Alaska",earthquake,13.9,6.6,0.104,23,reviewed,us,us
2022-05-11T16:46:43.910Z,19.4598333333333,-155.609166666667,-1.65,2.58,ml,36,90,,0.16,hv,hv73009567,2022-07-22T18:30:48.040Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.21,0.19,0.249195560066738,11,reviewed,hv,hv
2022-05-11T16:20:09.282Z,3.746,126.6456,20.53,5,mb,97,79,3.04,0.87,us,us7000h8n2,2022-07-22T18:31:13.040Z,"225 km SE of Sarangani, Philippines",earthquake,7.3,4.3,0.055,107,reviewed,us,us
2022-05-11T16:10:28.240Z,31.61043564,-103.9628898,7.031347656,3.1,ml,19,56,0.2535743656,0.3,tx,tx2022jetj,2022-07-22T18:31:13.040Z,"36 km WSW of Mentone, Texas",earthquake,1.18374309,2.319938553,0.2,14,reviewed,tx,tx
2022-05-11T15:46:25.938Z,45.5272,26.3506,145.56,4.1,mb,71,32,0.287,0.91,us,us7000h8lt,2022-07-22T18:31:13.040Z,"7 km NW of Gura Teghii, Romania",earthquake,5.4,6.8,0.092,32,reviewed,us,us
2022-05-11T15:21:15.649Z,-21.6971,-70.2299,61.54,5.1,mww,118,94,0.487,0.76,us,us7000h8ls,2022-07-22T18:31:13.040Z,"43 km N of Tocopilla, Chile",earthquake,4.2,4,0.089,12,reviewed,us,us
2022-05-11T14:34:52.462Z,36.5242,70.8281,188.85,4,mb,42,75,0.633,0.55,us,us7000h8ll,2022-07-22T18:31:13.040Z,"37 km S of Jurm, Afghanistan",earthquake,6.8,5.3,0.11,22,reviewed,us,us
2022-05-11T14:31:06.218Z,51.5259,-177.429,66.72,3.8,ml,8,210,0.369,0.47,us,us6000i1n7,2022-07-22T18:31:02.040Z,"67 km SW of Adak, Alaska",earthquake,15,25.4,0.105,12,reviewed,us,us
2022-05-11T14:20:14.281Z,-15.2228,167.4988,123.52,5.2,mww,134,33,0.362,0.41,us,us7000h8li,2022-07-22T18:31:13.040Z,"Vanuatu",earthquake,3.4,3.8,0.068,21,reviewed,us,us
2022-05-11T14:11:13.080Z,19.1363333333333,-155.454833333333,30.69,2.64,md,51,169,,0.12,hv,hv73009452,2022-05-11T21:02:31.180Z,"7 km SSE of P?hala, Hawaii",earthquake,0.43,0.52,0.110097800733122,21,reviewed,hv,hv
2022-05-11T14:08:47.702Z,-6.4811,130.1454,143.49,5,mww,90,31,1.88,0.47,us,us7000h8ld,2022-07-22T18:31:13.040Z,"Banda Sea",earthquake,7.7,6.4,0.093,11,reviewed,us,us
2022-05-11T13:50:03.597Z,11.5347,142.03,10,4.2,mb,13,140,3.442,0.55,us,us6000hm0n,2022-07-22T18:30:59.040Z,"256 km NE of Fais, Micronesia",earthquake,10.6,1.9,0.187,8,reviewed,us,us
2022-05-11T13:32:02.230Z,44.681,-109.9963333,13.95,4.22,ml,29,113,0.07345,0.22,uu,uu60497322,2022-07-22T18:31:13.040Z,"36 km S of Silver Gate, Montana",earthquake,0.61,0.87,0.36,6,reviewed,uu,uu
2022-05-11T13:22:16.340Z,-24.2557,-67.2365,180.3,4.3,mwr,59,53,1.559,0.74,us,us7000h8ku,2022-07-22T18:31:13.040Z,"93 km W of San Antonio de los Cobres, Argentina",earthquake,8.2,6.3,,,reviewed,us,guc
2022-05-11T12:15:32.763Z,-29.3285,-68.578,129.88,4.7,mb,29,161,1.469,1.12,us,us7000h8kn,2022-07-22T18:31:13.040Z,"72 km SSW of Vinchina, Argentina",earthquake,8,8.4,0.152,14,reviewed,us,us
2022-05-11T12:11:04.952Z,-6.1018,105.908,160.89,4.4,mb,42,53,2.195,0.83,us,us7000h8km,2022-07-22T18:31:13.040Z,"27 km W of Serang, Indonesia",earthquake,3.7,7.3,0.111,25,reviewed,us,us
2022-05-11T11:52:39.056Z,1.3033,124.5322,179.24,4.5,mb,44,78,2.882,0.73,us,us7000h8kk,2022-07-22T18:31:13.040Z,"30 km W of Tomohon, Indonesia",earthquake,8.9,8.5,0.1,32,reviewed,us,us
2022-05-11T11:31:30.803Z,-9.6013,148.6809,10,4.6,mb,23,139,6.39,0.73,us,us6000hm0m,2022-07-22T18:30:58.040Z,"104 km SSE of Popondetta, Papua New Guinea",earthquake,5.2,1.9,0.122,20,reviewed,us,us
2022-05-11T11:08:37.705Z,52.0772,-170.8079,35,2.6,ml,8,215,0.933,0.61,us,us6000i1nb,2022-07-22T18:31:02.040Z,"163 km SW of Nikolski, Alaska",earthquake,9,2,0.097,14,reviewed,us,us
2022-05-11T10:56:23.840Z,18.8431666666667,-67.2971666666667,13.72,3.21,md,15,189,,0.3,pr,pr71348433,2022-05-11T11:28:38.660Z,"44 km NNW of San Antonio, Puerto Rico",earthquake,1.09,2.26,0.0244604800499513,7,reviewed,pr,pr
2022-05-11T10:40:43.143Z,50.2002,179.9467,26.2,2.6,ml,,,,1.08,ak,ak02260tlgpm,2022-07-11T22:25:59.542Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2022-05-11T10:06:55.231Z,39.1295,23.2666,10,4.3,mb,32,48,1.143,0.73,us,us7000h8k4,2022-07-22T18:31:13.040Z,"11 km SSE of Argalastí, Greece",earthquake,4.7,2,0.308,4,reviewed,us,us
2022-05-11T10:03:22.007Z,-4.8868,150.86,261.61,4.4,mb,52,56,1.471,0.43,us,us7000h8k5,2022-07-22T18:31:13.040Z,"108 km NE of Kimbe, Papua New Guinea",earthquake,12.3,7.6,0.082,44,reviewed,us,us
2022-05-11T09:58:11.250Z,18.8128,-64.2636,80,3.98,md,16,337,1.1373,0.28,pr,pr2022131002,2022-07-22T18:31:13.040Z,"77 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,3.43,4.34,0.06,7,reviewed,pr,pr
2022-05-11T09:50:41.605Z,-21.9392,173.2782,10,4.7,mb,30,128,5.442,0.44,us,us6000hm0k,2022-07-22T18:30:58.040Z,"Vanuatu region",earthquake,10.1,1.9,0.12,21,reviewed,us,us
2022-05-11T09:49:13.233Z,-19.8767,-177.5687,532.48,4.1,mb,24,71,4.657,0.7,us,us6000hm0p,2022-07-22T18:30:59.040Z,"283 km WNW of Haveluloto, Tonga",earthquake,14.6,10,0.124,20,reviewed,us,us
2022-05-11T09:43:13.280Z,36.5754,71.0477,204.41,3.9,mb,20,77,0.666,0.66,us,us7000h8k0,2022-07-22T18:30:49.040Z,"37 km SSE of Jurm, Afghanistan",earthquake,6.3,6.2,0.257,4,reviewed,us,us
2022-05-11T09:39:31.532Z,-14.9351,167.1468,39.48,4.2,mb,14,154,0.511,0.88,us,us6000hm0j,2022-07-22T18:30:58.040Z,"14 km NE of Port-Olry, Vanuatu",earthquake,8.6,9,0.176,9,reviewed,us,us
