time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-20T06:07:04.709Z,39.3194,144.8665,10,4.3,mb,,186,2.99,0.69,us,us7000gwxp,2022-05-28T18:35:32.040Z,"251 km E of Yamada, Japan",earthquake,7.7,1.9,0.308,6,reviewed,us,us
2022-03-20T05:58:43.712Z,13.9351,119.4044,10,4.5,mb,,95,10.392,0.5,us,us7000gwy0,2022-05-28T18:35:33.040Z,"69 km W of Cabra, Philippines",earthquake,7.3,1.8,0.085,46,reviewed,us,us
2022-03-20T05:43:47.426Z,19.175,145.2854,292.5,3.8,mb,,120,38.261,0.47,us,us7000gwxm,2022-05-28T18:35:32.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,10.4,8.1,0.102,27,reviewed,us,us
2022-03-20T05:30:05.570Z,-25.4995,-175.7709,10,4.5,mb,,167,4.206,0.46,us,us7000gwxk,2022-05-28T18:35:32.040Z,"south of Tonga",earthquake,11.1,1.9,0.157,14,reviewed,us,us
2022-03-20T05:21:47.524Z,-18.7866,-173.3134,10,4.3,mb,,163,5.068,0.29,us,us7000gwxl,2022-05-28T18:35:32.040Z,"72 km ESE of Neiafu, Tonga",earthquake,13.7,1.9,0.148,15,reviewed,us,us
2022-03-20T04:36:33.979Z,34.389,87.6878,10,4.3,mb,,126,10.689,0.94,us,us6000h64p,2022-05-28T18:35:19.040Z,"western Xizang",earthquake,11.5,1.9,0.133,18,reviewed,us,us
2022-03-20T04:05:14.930Z,42.8481,146.1331,34.56,4.2,mb,,201,2.355,0.73,us,us7000gwxh,2022-05-28T18:35:32.040Z,"69 km SE of Nemuro, Japan",earthquake,12.3,5.9,0.187,9,reviewed,us,us
2022-03-20T04:04:50.050Z,56.4189,-156.5876,58.8,3.2,ml,,,,0.74,ak,ak0223mpv418,2022-05-28T18:35:19.040Z,"113 km E of Chignik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2022-03-20T02:53:50.275Z,58.9046,-154.4989,131.8,2.5,ml,,,,0.53,ak,ak0223moyr1v,2022-05-28T18:35:19.040Z,"Alaska Peninsula",earthquake,,0.3,,,reviewed,ak,ak
2022-03-20T02:33:57.639Z,51.9538,178.2284,8.25,3.1,ml,,158,0.175,0.25,us,us6000h6jk,2022-06-03T18:06:10.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.9,4.7,0.105,12,reviewed,us,us
2022-03-20T02:19:41.438Z,59.7677,-138.9246,6.8,3,ml,,,,0.54,ak,ak0223morg1f,2022-05-28T18:35:19.040Z,"51 km ENE of Yakutat, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-03-20T02:13:11.401Z,11.8101,144.4332,10,4.7,mb,,139,1.818,0.6,us,us6000h649,2022-05-28T18:35:19.040Z,"163 km S of Merizo Village, Guam",earthquake,7.4,1.9,0.104,30,reviewed,us,us
2022-03-20T01:58:36.712Z,53.0294,-174.8264,223.42,3.9,mb,,105,0.751,0.57,us,us7000gwxs,2022-05-28T18:35:33.040Z,"101 km NNW of Atka, Alaska",earthquake,12.8,9.1,0.181,8,reviewed,us,us
2022-03-20T01:50:16.350Z,19.3393333333333,-155.2765,30.89,2.76,ml,57,76,,0.13,hv,hv72956177,2022-07-19T11:09:30.571Z,"12 km SSW of Volcano, Hawaii",earthquake,0.38,0.35,0.210779824216425,33,reviewed,hv,hv
2022-03-20T01:11:39.250Z,40.0304,142.37,51.37,4.1,mb,,189,1.252,0.46,us,us6000h63x,2022-05-28T18:35:19.040Z,"56 km NE of Miyako, Japan",earthquake,7.2,9.1,0.175,11,reviewed,us,us
2022-03-20T01:06:49.374Z,-20.7723,-175.2124,10,4.8,mb,,124,7.038,1.06,us,us7000gwxf,2022-05-28T18:35:32.040Z,"40 km N of Nuku‘alofa, Tonga",earthquake,10.9,1.8,0.071,64,reviewed,us,us
2022-03-20T01:01:55.902Z,52.0119,178.2402,10,3.2,ml,,167,0.175,0.67,us,us6000h6jf,2022-06-03T18:06:10.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.2,1.8,0.097,14,reviewed,us,us
2022-03-20T00:33:15.651Z,-25.3492,-176.2902,10,5,mb,,72,4.158,0.6,us,us6000h63t,2022-05-28T18:35:19.040Z,"south of the Fiji Islands",earthquake,10.5,1.8,0.07,66,reviewed,us,us
2022-03-20T00:09:39.832Z,-22.9159,171.0628,10,4.4,mb,,127,3.351,1.31,us,us7000gwxd,2022-05-28T18:35:32.040Z,"southeast of the Loyalty Islands",earthquake,9.7,1.9,0.178,9,reviewed,us,us
2022-03-20T00:04:57.961Z,-33.0286,-179.183,22.47,4.5,mb,,110,3.907,0.63,us,us7000gwxc,2022-05-28T18:35:32.040Z,"south of the Kermadec Islands",earthquake,8.8,5,0.18,9,reviewed,us,us
2022-03-20T00:00:15.569Z,37.5186,-97.7425,2.16,3.5,mb_lg,,50,0.364,0.21,us,us6000h63l,2022-05-28T18:35:19.040Z,"9 km WNW of Viola, Kansas",earthquake,1.9,7.5,0.041,155,reviewed,us,us
2022-03-19T23:53:51.111Z,39.4591,143.4224,19.85,4.6,mb,,127,2.243,0.47,us,us6000h63k,2022-05-28T18:35:19.040Z,"126 km E of Yamada, Japan",earthquake,7.3,4.8,0.066,69,reviewed,us,us
2022-03-19T23:52:04.413Z,44.4455,-105.5913,0,2.5,ml,,117,1.163,0.76,us,us7000gwuv,2022-05-28T18:35:31.040Z,"18 km NNW of Gillette, Wyoming",mining explosion,4.4,1.2,0.074,24,reviewed,us,us
2022-03-19T23:50:24.283Z,-25.4438,-176.3501,10,4.6,mb,,212,4.051,0.41,us,us7000gwul,2022-05-28T18:35:31.040Z,"south of the Fiji Islands",earthquake,12.5,2,0.172,10,reviewed,us,us
2022-03-19T23:26:41.852Z,37.8058,141.9154,57.04,4.1,mb,,151,3.051,0.7,us,us7000gwup,2022-05-28T18:35:31.040Z,"86 km SE of Ishinomaki, Japan",earthquake,8.6,3.6,0.214,6,reviewed,us,us
2022-03-19T23:19:43.463Z,-16.5036,178.1047,10,4.5,mb,,130,1.235,0.5,us,us7000gwuj,2022-05-28T18:35:31.040Z,"122 km NNE of Ba, Fiji",earthquake,10.3,1.9,0.242,5,reviewed,us,us
2022-03-19T22:40:12.463Z,-25.4764,-176.1729,10,4.6,mb,,211,4.078,0.75,us,us7000gwug,2022-05-28T18:35:31.040Z,"south of the Fiji Islands",earthquake,12.1,1.9,0.172,10,reviewed,us,us
2022-03-19T22:38:45.386Z,52.0171,-174.4819,5.95,2.6,ml,,222,0.254,0.12,us,us6000h6fi,2022-05-28T18:35:23.040Z,"27 km SW of Atka, Alaska",earthquake,2.5,9.5,0.148,6,reviewed,us,us
2022-03-19T22:22:52.414Z,6.8581,-73.1023,146.73,4.5,mb,,47,0.959,0.67,us,us6000h63b,2022-05-28T18:35:19.040Z,"13 km N of Jordán, Colombia",earthquake,6.4,5.4,0.113,23,reviewed,us,us
2022-03-19T22:22:36.245Z,51.3345,-176.7972,33.24,2.6,ml,,241,0.507,0.21,us,us7000h5p2,2022-05-28T18:35:44.040Z,"61 km S of Adak, Alaska",earthquake,3.3,16.8,0.148,6,reviewed,us,us
2022-03-19T22:17:57.273Z,-25.7183,-176.2236,10,4.7,mb,,211,3.838,0.76,us,us7000gwuf,2022-05-28T18:35:31.040Z,"south of the Fiji Islands",earthquake,9.5,2,0.147,14,reviewed,us,us
2022-03-19T22:07:49.590Z,-25.4497,-176.1161,10,4.5,mb,,212,4.122,0.62,us,us7000gwue,2022-05-28T18:35:31.040Z,"south of the Fiji Islands",earthquake,12.2,2,0.192,8,reviewed,us,us
2022-03-19T22:01:04.960Z,-25.4554,-176.3457,10,4.7,mb,,211,4.042,1.16,us,us7000gwud,2022-05-28T18:35:31.040Z,"south of the Fiji Islands",earthquake,11.9,1.9,0.167,11,reviewed,us,us
2022-03-19T21:52:55.140Z,17.9628333333333,-66.8178333333333,10.39,2.58,md,23,183,,0.17,pr,pr71340898,2022-03-19T22:22:22.530Z,"3 km S of Indios, Puerto Rico",earthquake,0.39,0.33,0.0247335109540552,4,reviewed,pr,pr
2022-03-19T21:51:29.669Z,-5.9158,128.8243,281.28,4.4,mb,,81,3.201,1.03,us,us7000gwum,2022-05-28T18:35:31.040Z,"255 km SSE of Ambon, Indonesia",earthquake,9.1,10.2,0.161,11,reviewed,us,us
2022-03-19T21:51:06.750Z,19.2215,-156.365166666667,39.7,3.51,ml,55,288,,0.15,hv,hv72955967,2022-05-28T18:35:19.040Z,"55 km WSW of Captain Cook, Hawaii",earthquake,0.78,1.24,0.176559938985991,28,reviewed,hv,hv
2022-03-19T21:39:20.618Z,-59.4871,-25.7612,34.74,4.7,mb,,74,9.551,0.41,us,us7000gwu9,2022-05-28T18:35:31.040Z,"South Sandwich Islands region",earthquake,9,5.7,0.147,14,reviewed,us,us
2022-03-19T21:37:37.275Z,-25.3437,-176.3464,10,4.6,mb,,124,4.146,0.69,us,us7000gwub,2022-05-28T18:35:31.040Z,"south of the Fiji Islands",earthquake,6.2,2,0.173,10,reviewed,us,us
2022-03-19T21:33:18.374Z,-25.4875,-176.324,10,4.7,mb,,124,4.018,0.66,us,us7000gwua,2022-05-28T18:35:31.040Z,"south of the Fiji Islands",earthquake,11,1.7,0.143,15,reviewed,us,us
2022-03-19T21:29:57.487Z,51.9561,178.1791,9.26,2.8,ml,,317,0.205,0.3,us,us6000h6fb,2022-05-28T18:35:23.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.2,8.5,0.128,8,reviewed,us,us
2022-03-19T21:24:22.127Z,-25.2976,-176.2998,21,6.3,mww,,26,4.203,0.68,us,us6000h62z,2024-01-17T22:28:46.623Z,"south of the Fiji Islands",earthquake,8.9,1.8,0.043,52,reviewed,us,us
2022-03-19T21:17:38.082Z,51.9823,178.2402,12.48,3.3,ml,,156,0.17,0.37,us,us6000h6ex,2022-05-28T18:35:23.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.9,3.3,0.091,16,reviewed,us,us
2022-03-19T21:10:56.208Z,1.0486,126.8308,72.47,4.3,mb,,90,0.602,0.53,us,us7000gwun,2022-05-28T18:35:31.040Z,"67 km WNW of Ternate, Indonesia",earthquake,6.1,8.1,0.168,10,reviewed,us,us
2022-03-19T21:05:08.096Z,-30.3517,-72.231,8.54,4.7,mwr,,144,0.606,0.8,us,us6000h62t,2022-08-06T08:30:40.586Z,"Off the coast of Coquimbo, Chile",earthquake,4,3.9,0.034,83,reviewed,us,us
2022-03-19T20:17:01.298Z,26.8861,126.3894,10,4.9,mb,,46,1.682,0.63,us,us6000h62p,2022-05-28T18:35:19.040Z,"148 km WNW of Naha, Japan",earthquake,5.8,1.9,0.074,57,reviewed,us,us
2022-03-19T18:47:02.890Z,34.4673,46.7939,10,4.4,mb,,71,1.095,0.87,us,us6000h62f,2022-05-28T18:35:19.040Z,"25 km WNW of Kahr?z, Iran",earthquake,4.1,1.9,0.08,49,reviewed,us,us
2022-03-19T18:43:25.415Z,58.1854,-151.4998,44.1,3.2,ml,,,,0.54,ak,ak0223law568,2022-05-28T18:35:19.040Z,"65 km ENE of Ouzinkie, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2022-03-19T18:30:10.707Z,51.2146,178.0038,13.01,3,ml,,208,0.799,0.6,us,us7000h5p4,2022-05-28T18:35:44.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.8,8.2,0.085,18,reviewed,us,us
2022-03-19T18:19:33.812Z,39.7265,20.6544,25.59,4.3,mb,,46,0.526,0.83,us,us7000gwui,2022-05-28T18:35:31.040Z,"6 km WNW of Rodotópi, Greece",earthquake,4.2,7,0.161,11,reviewed,us,us
2022-03-19T17:45:45.734Z,6.2409,-82.6991,10,4.8,mb,,66,2.536,1.05,us,us6000h629,2022-05-28T18:35:19.040Z,"199 km S of Burica, Panama",earthquake,4,1.8,0.036,246,reviewed,us,us
2022-03-19T17:35:09.460Z,18.2185,-66.132,75.54,3.01,md,17,82,,0.17,pr,pr71340878,2022-03-20T01:23:44.388Z,"0 km W of Sumidero, Puerto Rico",earthquake,0.97,0.74,0.0718194876010998,10,reviewed,pr,pr
2022-03-19T17:22:36.040Z,19.1913333333333,-155.504,35.73,3.5,ml,58,71,,0.11,hv,hv72955787,2022-05-28T18:35:18.040Z,"2 km WSW of P?hala, Hawaii",earthquake,0.41,0.49,0.190295557089372,39,reviewed,hv,hv
2022-03-19T17:02:33.571Z,54.2592,-161.465,11.15,3.5,ml,,202,0.871,0.7,us,us7000h5nx,2022-05-28T18:35:44.040Z,"104 km SSE of King Cove, Alaska",earthquake,3.4,5.6,0.066,30,reviewed,us,us
2022-03-19T16:59:41.390Z,37.0021667,-121.7615,12.04,3.58,mw,155,51,0.04548,0.19,nc,nc73707826,2023-09-22T06:55:25.386Z,"4km ENE of Corralitos, CA",earthquake,0.15,0.29,,4,reviewed,nc,nc
2022-03-19T16:32:25.580Z,-6.5762,131.8574,10,4.7,mb,,67,1.503,0.96,us,us6000h61w,2022-05-28T18:35:18.040Z,"144 km SW of Tual, Indonesia",earthquake,4.2,1.9,0.106,29,reviewed,us,us
2022-03-19T16:21:12.747Z,-5.0153,153.403,70.59,4.9,mb,,51,1.482,1.06,us,us6000h61u,2022-05-28T18:35:18.040Z,"146 km ESE of Kokopo, Papua New Guinea",earthquake,9.5,5.9,0.059,91,reviewed,us,us
2022-03-19T15:23:42.104Z,23.6335,120.6657,10,4.5,mb,,56,0.305,1.03,us,us6000h61l,2022-05-28T18:35:18.040Z,"15 km SE of Douliu, Taiwan",earthquake,5.8,1.8,0.096,32,reviewed,us,us
2022-03-19T15:09:43.237Z,-27.358,-175.565,10,5.1,mww,,70,2.812,1.04,us,us6000h61i,2022-05-28T18:35:18.040Z,"Kermadec Islands region",earthquake,9.5,1.8,0.083,14,reviewed,us,us
2022-03-19T14:54:16.336Z,55.2596,161.8562,67.59,4.2,mb,,107,2.928,0.64,us,us6000h61d,2022-05-28T18:35:18.040Z,"114 km SSW of Ust’-Kamchatsk Staryy, Russia",earthquake,10.6,6.8,0.093,32,reviewed,us,us
2022-03-19T14:48:41.996Z,-29.5159,-176.7243,10,4.7,mb,,37,1.074,0.69,us,us6000h61k,2022-05-28T18:35:18.040Z,"Kermadec Islands region",earthquake,5.6,1.9,0.091,40,reviewed,us,us
2022-03-19T14:33:21.640Z,17.8933333333333,-66.8541666666667,14.4,3.39,md,35,202,,0.16,pr,pr71340868,2022-05-28T18:35:18.040Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.39,0.43,0.157250740920396,17,reviewed,pr,pr
2022-03-19T14:10:18.127Z,-6.8543,105.3922,35,4.6,mb,,48,2.32,0.73,us,us6000h615,2022-05-28T18:35:18.040Z,"71 km SW of Labuan, Indonesia",earthquake,7.9,1.9,0.093,34,reviewed,us,us
2022-03-19T13:29:23.709Z,26.8582,126.4389,10,4.6,mb,,74,1.638,0.88,us,us6000h610,2022-05-28T18:35:18.040Z,"142 km WNW of Naha, Japan",earthquake,6.3,1.2,0.101,29,reviewed,us,us
2022-03-19T13:07:42.418Z,-10.0733,161.5184,101.74,4.4,mb,,71,1.671,0.79,us,us7000gwu2,2022-05-28T18:35:30.040Z,"60 km NW of Kirakira, Solomon Islands",earthquake,7.1,7,0.123,19,reviewed,us,us
2022-03-19T13:04:22.176Z,42.1906,68.8978,10,4.3,mb,,39,1.499,0.93,us,us6000h60u,2022-05-28T18:35:18.040Z,"27 km SSE of Arys, Kazakhstan",earthquake,4.7,1.8,0.137,15,reviewed,us,us
2022-03-19T12:58:03.960Z,38.5208333,-119.532,1.4,2.53,md,16,68,0.04142,0.09,nc,nc73707696,2022-05-28T18:35:18.040Z,"5km W of Walker, CA",earthquake,0.21,0.76,0.233,35,reviewed,nc,nc
2022-03-19T12:57:21.035Z,-4.6055,149.627,562.64,4.2,mb,,67,2.562,0.53,us,us7000gwu6,2022-05-28T18:35:31.040Z,"118 km NNW of Kimbe, Papua New Guinea",earthquake,11.6,6.6,0.093,33,reviewed,us,us
2022-03-19T12:41:16.852Z,-57.9406,-25.7309,53.27,4.5,mb,,91,16.687,0.62,us,us7000gwu1,2022-05-28T18:35:30.040Z,"South Sandwich Islands region",earthquake,12.6,8.1,0.139,17,reviewed,us,us
2022-03-19T12:40:05.760Z,31.97296143,-102.3422018,7.214152018,2.8,ml,14,82,0.02416364429,0.1,tx,tx2022flqv,2022-05-28T18:35:18.040Z,"western Texas",earthquake,0.8009630374999999,1.205369056,0.2,10,reviewed,tx,tx
2022-03-19T12:30:54.244Z,14.1649,119.3041,10,4.5,mb,,97,8.769,0.51,us,us7000gwu0,2022-05-28T18:35:30.040Z,"86 km WNW of Cabra, Philippines",earthquake,10.3,1.9,0.09,42,reviewed,us,us
2022-03-19T12:26:22.686Z,37.522,-97.744,5,2.6,mb_lg,,92,0.368,0.23,us,us6000h60e,2022-05-28T18:35:18.040Z,"9 km WNW of Viola, Kansas",earthquake,1.2,1.9,0.085,36,reviewed,us,us
2022-03-19T12:25:59.015Z,28.2227,55.3094,10,4.8,mb,,94,9.992,0.48,us,us7000gwu4,2022-05-28T18:35:30.040Z,"95 km SE of D?r?b, Iran",earthquake,9.8,1.9,0.076,53,reviewed,us,us
2022-03-19T12:25:25.923Z,28.2577,55.2753,10,4.7,mb,,72,3.402,0.53,us,us6000h60f,2022-08-06T08:32:28.381Z,"90 km SE of D?r?b, Iran",earthquake,6.5,1.8,0.055,100,reviewed,us,us
2022-03-19T12:07:30.213Z,37.9044,141.9187,44.27,4.2,mb,,123,2.956,0.43,us,us7000gwtz,2022-05-28T18:35:30.040Z,"78 km SE of Ishinomaki, Japan",earthquake,8.8,8.4,0.132,16,reviewed,us,us
2022-03-19T11:43:59.463Z,-33.7588,-179.0171,10,4.6,mb,,60,4.375,0.34,us,us6000h60b,2022-05-28T18:35:18.040Z,"south of the Kermadec Islands",earthquake,7.7,1.8,0.107,38,reviewed,us,us
2022-03-19T11:22:53.032Z,-13.4486,167.2802,191.35,4.1,mb,,186,1.988,0.59,us,us7000gwtx,2022-05-28T18:35:30.040Z,"55 km NNW of Sola, Vanuatu",earthquake,14.7,8.3,0.158,14,reviewed,us,us
2022-03-19T11:22:20.822Z,51.1715,-179.5286,35,2.6,ml,,216,0.589,0.29,us,us7000h5gb,2022-05-28T18:35:43.040Z,"215 km WSW of Adak, Alaska",earthquake,2.2,2,0.105,12,reviewed,us,us
2022-03-19T11:18:09.103Z,-33.9381,-178.1733,33.94,4.8,mb,,165,4.611,0.78,us,us6000h604,2022-05-28T18:35:18.040Z,"south of the Kermadec Islands",earthquake,11.7,7.2,0.1,33,reviewed,us,us
2022-03-19T11:04:50.830Z,38.5206667,-119.5305,1.43,2.71,md,18,73,0.04023,0.07,nc,nc73707656,2022-05-28T18:35:18.040Z,"4km W of Walker, CA",earthquake,0.2,0.61,0.197,64,reviewed,nc,nc
2022-03-19T10:40:40.719Z,35.1293,25.328,10,4.2,mb,,75,0.392,0.68,us,us7000gwu5,2022-05-28T18:35:30.040Z,"6 km ESE of Arkalochóri, Greece",earthquake,7.4,1.9,0.1,30,reviewed,us,us
2022-03-19T09:59:30.497Z,36.847,5.1868,10,5.2,mww,,27,3.539,0.4,us,us6000h5zu,2023-09-09T20:42:59.134Z,"13 km NE of Bejaïa, Algeria",earthquake,3.8,1.8,0.052,36,reviewed,us,us
2022-03-19T09:58:27.918Z,58.2131,-151.3837,29.2,2.8,ml,,,,0.56,ak,ak0223l5mgh3,2022-05-28T18:35:18.040Z,"73 km ENE of Ouzinkie, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2022-03-19T09:54:12.030Z,17.9626666666667,-66.9601666666667,11.08,2.77,md,26,175,,0.16,pr,pr71340848,2022-03-19T11:15:10.120Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.47,0.35,0.224136642273366,12,reviewed,pr,pr
2022-03-19T09:53:11.967Z,41.3522,-106.5638,11.41,3.8,ml,,62,0.654,0.65,us,us6000h5zq,2022-05-28T18:35:18.040Z,"5 km NW of Ryan Park, Wyoming",earthquake,2.6,8.5,0.037,114,reviewed,us,us
2022-03-19T09:31:16.921Z,-28.0525,-67.0952,201.04,4.2,mb,,68,2.176,0.48,us,us6000h5zp,2022-05-28T18:35:17.040Z,"37 km S of Londres, Argentina",earthquake,4.9,12.7,0.215,6,reviewed,us,us
2022-03-19T09:23:59.747Z,54.7161,-159.868,17.33,2.9,ml,,203,0.198,0.48,us,us7000h5gc,2022-05-28T18:35:43.040Z,"79 km SSE of Sand Point, Alaska",earthquake,4.8,7.2,0.128,8,reviewed,us,us
2022-03-19T09:16:32.833Z,56.3314,-148.789,10,3.7,mb,,149,2.532,0.59,us,us6000h5zm,2022-05-28T18:35:17.040Z,"255 km SE of Chiniak, Alaska",earthquake,5.6,2,0.251,6,reviewed,us,us
2022-03-19T08:39:58.160Z,17.9351666666667,-66.8501666666667,16.21,2.62,md,24,216,,0.23,pr,pr71340838,2022-03-19T09:07:07.240Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.75,0.5,0.101901395047588,15,reviewed,pr,pr
2022-03-19T08:16:27.248Z,4.4133,96.5263,10,4.4,mb,,190,2.939,0.56,us,us7000gwtu,2022-05-28T18:35:30.040Z,"53 km NE of Meulaboh, Indonesia",earthquake,7.3,1.8,0.203,7,reviewed,us,us
2022-03-19T08:13:58.538Z,56.9596,-157.7282,9.3,2.5,ml,,,,0.58,ak,ak0223l4rjz9,2022-05-28T18:35:43.040Z,"54 km E of Port Heiden, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-03-19T07:32:11.848Z,54.4943,-163.2671,10,2.9,ml,,192,0.373,0.62,us,us6000hgi1,2022-05-28T18:35:27.040Z,"41 km SSE of False Pass, Alaska",earthquake,2.2,2,0.085,18,reviewed,us,us
2022-03-19T07:18:07.919Z,-4.5319,35.1057,10,4.2,mb,,147,3.64,0.58,us,us7000gwtt,2022-05-28T18:35:30.040Z,"18 km S of Basotu, Tanzania",earthquake,9.3,2,0.305,4,reviewed,us,us
2022-03-19T06:36:41.514Z,-34.4361,55.1692,10,4.7,mb,,95,11.808,0.68,us,us7000gwtr,2022-05-28T18:35:30.040Z,"Southwest Indian Ridge",earthquake,12.7,1.9,0.152,14,reviewed,us,us
2022-03-19T06:31:23.125Z,-1.1471,129.6988,10,4.6,mb,,122,3.011,0.87,us,us7000gwts,2022-05-28T18:35:30.040Z,"176 km W of Sorong, Indonesia",earthquake,8.7,1.9,0.244,5,reviewed,us,us
2022-03-19T06:30:54.495Z,-15.1138,167.5876,121.85,4.3,mb,,146,0.497,0.7,us,us7000gwtq,2022-05-28T18:35:30.040Z,"55 km E of Port-Olry, Vanuatu",earthquake,13.6,4.1,0.177,10,reviewed,us,us
2022-03-19T06:27:05.437Z,-37.0013,-73.9546,10.88,4.6,mwr,,129,0.662,0.8,us,us6000h5z5,2022-05-28T18:35:17.040Z,"62 km WNW of Arauco, Chile",earthquake,4.5,4.7,,,reviewed,us,guc
2022-03-19T06:25:57.995Z,-8.1289,123.9278,164.68,4.3,mb,,82,1.65,0.86,us,us7000gwty,2022-05-28T18:35:30.040Z,"128 km NNW of Pante Makasar, Timor Leste",earthquake,6.4,11.2,0.307,3,reviewed,us,us
2022-03-19T06:24:43.130Z,-44.6301,-80.8218,10,4.5,mb,,111,6.258,0.76,us,us6000h5z4,2022-05-28T18:35:17.040Z,"Off the coast of Aisen, Chile",earthquake,5.1,1.9,0.14,15,reviewed,us,us
2022-03-19T06:22:21.782Z,37.593,72.3275,193.55,4.2,mb,,112,1.471,0.53,us,us6000h5z3,2022-05-28T18:35:17.040Z,"69 km E of Khorugh, Tajikistan",earthquake,7.2,8,0.124,18,reviewed,us,us
2022-03-19T06:01:29.970Z,36.9731667,-121.627,4.64,2.61,md,83,37,0.04018,0.13,nc,nc73707556,2023-06-13T19:42:18.058Z,"6km SW of Gilroy, CA",earthquake,0.13,0.24,0.15,90,reviewed,nc,nc
2022-03-19T05:44:17.325Z,24.954,-45.4851,10,5,mb,,116,17.65,0.46,us,us6000h5yv,2022-05-28T18:35:17.040Z,"northern Mid-Atlantic Ridge",earthquake,11.8,1.9,0.056,103,reviewed,us,us
2022-03-19T05:39:18.619Z,28.2419,5.6452,10,4.1,mb,,138,5.428,0.65,us,us7000gwtn,2024-01-17T22:28:45.154Z,"northern Algeria",earthquake,11.1,2,0.151,12,reviewed,us,us
2022-03-19T04:27:15.506Z,37.5224,-97.7449,5,3,mb_lg,,78,0.368,0.27,us,us6000h5y3,2022-05-28T18:35:17.040Z,"9 km WNW of Viola, Kansas",earthquake,1.9,2,0.049,109,reviewed,us,us
2022-03-19T04:26:26.157Z,-1.8744,133.3083,25.98,5,mww,,38,1.482,0.73,us,us6000h5y7,2022-05-28T18:35:17.040Z,"139 km SW of Manokwari, Indonesia",earthquake,2.7,3.8,0.098,10,reviewed,us,us
2022-03-19T04:24:14.286Z,-20.2844,-178.5517,601.92,4.2,mb,,136,4.086,0.96,us,us7000gwtl,2022-05-28T18:35:30.040Z,"Fiji region",earthquake,9.7,8.5,0.152,13,reviewed,us,us
2022-03-19T04:12:55.806Z,60.0608,-150.9422,56.4,3,ml,,,,0.99,ak,ak0223l2dht8,2022-05-28T18:35:17.040Z,"22 km N of Fox River, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-03-19T03:33:04.731Z,-18.1271,-177.9896,594.74,4.7,mb,,124,3.786,0.74,us,us7000gwti,2022-05-28T18:35:30.040Z,"285 km E of Levuka, Fiji",earthquake,13.4,10.5,0.209,9,reviewed,us,us
2022-03-19T03:32:07.340Z,17.9473333333333,-67.0215,8.85,3.05,md,25,228,,0.16,pr,pr71340813,2022-05-28T18:35:17.040Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.42,0.34,0.4131446378086,16,reviewed,pr,pr
2022-03-19T03:31:13.770Z,14.2311,119.4122,10,4.5,mb,,155,8.685,1.09,us,us7000gwtj,2024-01-17T22:28:43.681Z,"78 km WNW of Cabra, Philippines",earthquake,15.3,1.9,0.221,8,reviewed,us,us
2022-03-19T03:01:26.213Z,0.3326,122.0509,182.7,4.3,mb,,99,1.486,0.65,us,us6000h5xr,2022-05-28T18:35:17.040Z,"114 km WSW of Gorontalo, Indonesia",earthquake,7.7,6.5,0.138,16,reviewed,us,us
2022-03-19T02:47:56.682Z,59.4097,-152.8284,76.3,2.5,ml,,,,0.55,ak,ak0223l1e4q0,2022-05-28T18:35:17.040Z,"51 km W of Nanwalek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-03-19T02:19:33.557Z,56.3789,-156.5893,8.4,2.6,ml,,,,0.75,ak,ak0223l182x7,2022-05-28T18:35:27.040Z,"112 km E of Chignik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2022-03-19T02:11:37.857Z,44.5371,149.129,49.46,4.6,mb,,90,4.708,0.53,us,us6000h5xi,2022-05-28T18:35:17.040Z,"125 km SE of Kuril’sk, Russia",earthquake,9.2,6.3,0.069,65,reviewed,us,us
2022-03-19T02:01:28.750Z,17.9511,-67.0161,9,2.67,md,19,223,0.0336,0.09,pr,pr2022078000,2022-05-28T18:35:17.040Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.37,0.57,0.5,12,reviewed,pr,pr
2022-03-19T01:24:52.015Z,-15.0614,166.5969,55.5,4.2,mb,,96,0.699,0.67,us,us7000gwtm,2022-05-28T18:35:30.040Z,"51 km W of Port-Olry, Vanuatu",earthquake,8.9,8.4,0.128,19,reviewed,us,us
