latitude,longitude,depth,magnitude,distance,gravity,force,year,month,day,hour,minutes,mb,mwb,mwc,mwr,mww,rare_mt
-2.7388,138.3077,2.302585092994046,5.2,12.82115287365946,2.2803056235552654,46.81161944413331,2019,10,22,19,24,0,0,0,0,1,0
-18.9036,-176.2702,5.707110264748875,6.5,12.818343229160893,2.280960567208263,46.81723873313045,2021,4,24,0,23,0,0,0,0,1,0
-1.7146,-13.0102,2.302585092994046,5.5,12.852460972411881,2.2803375331245777,46.749003246628476,2019,6,29,19,51,0,0,0,0,1,0
-14.833,167.392,5.097424424168647,5.3,12.88609405887119,2.2813155443546607,46.681737073709854,2011,10,6,15,26,0,0,1,0,0,0
-28.7606,-176.6741,2.302585092994046,5.6,12.820233435317393,2.28163841920617,46.81345832081745,2021,3,5,3,33,1,0,0,0,0,0
23.1118,-108.5169,2.302585092994046,5.2,12.89999202786557,2.2804051853648297,46.6539411357211,2023,6,19,8,55,0,0,0,0,1,0
-36.5148,177.267,3.2156706939192525,5.2,12.82459325795028,2.280410652270854,46.804738675551675,2015,2,23,10,25,0,0,0,0,1,0
39.849,143.51,3.5667118201397288,5.2,12.78509882698542,2.2821081082699988,46.8837275374814,2011,3,20,7,54,1,0,0,0,0,0
-16.193,-173.9203,4.804021044733257,5.8,12.801358895886233,2.2803446118454396,46.85120739967977,2022,5,19,9,23,0,0,0,0,1,0
-12.24,166.599,3.5553480614894135,5.2,12.910100417186332,2.2809141001093844,46.63372435707958,2011,8,17,10,49,0,0,1,0,0,0
-4.9445,133.8131,2.302585092994046,5.1,12.905564655024927,2.281645977860143,46.642795881402385,2023,4,29,22,37,1,0,0,0,0,0
4.7434,-82.6095,2.302585092994046,5.3,12.817776554751685,2.2833824690998186,46.818372081948866,2014,10,3,5,37,0,0,0,0,1,0
7.3926,-35.9291,2.302585092994046,5.2,12.851719329941265,2.281628400480706,46.750486531569706,2016,5,28,4,43,1,0,0,0,0,0
-4.7811,133.9484,2.302585092994046,5.5,12.909541375161991,2.2813243394082345,46.63484244112826,2023,4,28,18,12,0,0,0,0,1,0
51.1701,-179.2252,3.295836866004329,5.5,12.915373647721351,2.2852241837366454,46.62317789600954,2014,1,16,7,33,0,1,0,0,0,0
-3.517,138.476,4.189654742026425,7.0,12.843712401558154,2.2839497516145006,46.76650038833593,2013,4,6,4,42,0,0,0,0,1,0
-8.3988,116.0135,3.25848107946056,5.1,12.824485503974053,2.2822406725744746,46.80495418350413,2018,8,6,15,50,0,0,0,0,1,0
5.7168,127.2475,2.302585092994046,5.1,12.89022448908513,2.2801338678171335,46.67347621328198,2017,4,10,11,8,0,0,0,0,1,0
7.3988,-82.737,2.6078614738467776,5.2,12.883733022215575,2.2806132574058258,46.68645914702109,2021,9,22,1,25,0,0,0,0,1,0
-6.9264,129.4845,4.92870191133357,5.2,12.841860803894365,2.28447216587015,46.77020358366351,2017,5,31,6,31,1,0,0,0,0,0
-30.8875,-177.3424,2.302585092994046,5.3,12.892602982987812,2.28103086972893,46.668719225476615,2019,6,26,18,6,0,0,0,0,1,0
-9.195,-110.225,2.302585092994046,5.4,12.90358030536708,2.28056659731386,46.64676458071808,2011,7,23,23,25,0,0,1,0,0,0
26.404,57.522,2.8678989020441064,5.5,12.911118752247218,2.280201804835227,46.631687686957804,2013,5,12,0,6,0,1,0,0,0,0
7.725,94.023,3.5553480614894135,5.1,12.840835661324352,2.280584099320244,46.77225386880353,2011,12,16,15,47,0,0,1,0,0,0
37.2143,141.3209,2.1972245773362196,5.9,12.899359816291033,2.2823644691894964,46.65520555887017,2016,11,23,21,23,0,0,0,0,1,0
-18.0727,-178.021,6.408512316459213,5.6,12.889924255834439,2.282089060007697,46.67407667978336,2018,8,19,2,19,1,0,0,0,0,0
-59.5764,-26.2372,3.9976500913955832,5.1,12.809333411045596,2.281728928342229,46.83525836936105,2021,4,1,22,2,1,0,0,0,0,0
-3.898,152.127,2.302585092994046,6.5,12.829609799916671,2.2810477648539864,46.7947055916189,2013,4,23,23,14,0,0,0,0,1,0
-9.4768,123.9031,3.853355217762302,5.4,12.787640010618375,2.280673312777792,46.878645170215485,2023,8,31,10,29,0,0,0,0,1,0
-6.3977,147.7374,4.172231100879172,5.1,12.880118552787717,2.2841270832144196,46.6936880858768,2019,10,5,14,28,0,0,0,0,1,0
-19.7597,-63.3288,6.367432184427123,6.1,12.821028528498761,2.2814518998476014,46.81186813445471,2016,1,14,3,25,0,0,0,0,1,0
-5.899,151.8542,2.302585092994046,5.7,12.830035864918125,2.281422768248109,46.79385346161599,2018,3,29,22,51,1,0,0,0,0,0
-14.7604,166.8762,2.70805020110221,5.8,12.906781166963945,2.283954900667303,46.64036285752435,2023,1,11,8,39,0,0,0,0,1,0
14.2028,-90.7908,4.698933715800255,5.3,12.883694936214841,2.284360263080677,46.68653531902255,2020,9,27,9,40,0,0,0,0,1,0
-55.4183,-27.8042,2.5579247425245724,5.7,12.789644886655374,2.2808861076269666,46.874635418141494,2023,2,18,21,27,0,0,0,0,1,0
-41.6877,174.2061,2.6803363625346943,5.7,12.786857074119268,2.2827541002555707,46.880211043213706,2016,11,13,11,41,1,0,0,0,0,0
-3.3218,131.048,2.772588722239781,5.4,12.910199330133127,2.280308452890418,46.633526531185986,2019,7,22,10,6,0,0,0,0,1,0
-56.9443,-142.3429,2.302585092994046,5.6,12.867613053187522,2.281034110835827,46.71869908507719,2022,4,1,14,38,0,0,0,0,1,0
10.431,126.635,2.302585092994046,5.3,12.897558446763453,2.280599548386573,46.65880829792533,2012,10,28,2,43,1,0,0,0,0,0
-2.6519,138.5215,2.302585092994046,5.3,12.909318660767534,2.280289060485091,46.63528786991717,2019,6,24,5,15,1,0,0,0,0,0
-52.2993,15.4806,2.302585092994046,5.1,12.887938935434729,2.281473294006456,46.678047320582785,2017,10,20,9,29,1,0,0,0,0,0
-30.2495,-71.6502,3.606312730456974,5.1,12.80512340937726,2.2803583192476657,46.84367837269772,2016,3,12,16,5,0,0,0,0,1,0
6.7814,-72.9952,4.986069340151007,5.3,12.810730084130034,2.280589222798058,46.83246502319217,2018,8,7,15,53,0,0,0,0,1,0
-2.6586,138.5828,2.302585092994046,5.1,12.909709615369817,2.2802948613742577,46.6345059607126,2019,6,24,1,28,0,0,0,0,1,0
32.5208,141.438,2.4849066497880004,6.0,12.817806387727703,2.280394128770445,46.81831241599683,2017,11,9,7,42,0,0,0,0,1,0
-11.1574,161.505,3.5796224681769866,5.4,12.827264535254473,2.280462360955127,46.79939612094329,2014,5,22,5,22,0,0,1,0,0,0
38.5027,45.0678,2.302585092994046,5.2,12.817866051009853,2.282411345461269,46.81819308943253,2023,3,16,11,47,0,0,0,0,1,0
36.459,70.6847,5.332428896176805,5.9,12.789647676160696,2.280574223364462,46.87462983913085,2015,10,26,9,9,1,0,0,0,0,0
-54.655,-119.305,2.302585092994046,5.4,12.87087179057463,2.2816231281256916,46.71218161030298,2011,2,26,19,24,0,0,1,0,0,0
11.9924,143.8474,2.302585092994046,5.1,12.800567316920759,2.2806567097989356,46.852790557610724,2021,3,31,21,19,0,0,0,0,1,0
-4.8548,-80.5995,3.5553480614894135,5.8,12.81981399889848,2.280408082920763,46.81429719365528,2022,10,5,8,26,0,0,0,0,1,0
47.8683,152.7624,4.962844630259907,5.3,12.811038674271526,2.2803913088796652,46.831847842909184,2013,8,21,8,25,0,1,0,0,0,0
18.172,-67.371,2.833213344056216,5.1,12.835480985123112,2.280948999685816,46.78296322120601,2011,12,17,6,9,0,0,0,1,0,0
-10.2342,161.1989,3.6635616461296463,5.9,12.847442203908479,2.282041914457472,46.75904078363528,2016,12,18,5,46,0,0,0,0,1,0
10.7348,126.1358,2.302585092994046,5.3,12.810705502059376,2.280433500076978,46.83251418733349,2018,9,10,11,57,0,0,0,0,1,0
8.6155,126.4644,4.006332684898887,5.3,12.907262397733303,2.2803936962786477,46.63940039598563,2023,12,6,1,55,1,0,0,0,0,0
-60.6299,-25.702,2.302585092994046,5.3,12.888565772682307,2.2809286141564806,46.676793646087624,2018,9,24,17,13,0,0,0,0,1,0
-35.9655,-17.0092,2.302585092994046,5.9,12.816487462867189,2.2804637329737254,46.82095026571786,2023,12,15,22,23,0,0,0,0,1,0
-17.6504,-175.1967,5.5143557357322,5.1,12.85220159112649,2.280880531927949,46.74952200919926,2014,6,21,13,24,1,0,0,0,0,0
-23.3538,-70.8833,3.0233474405869645,5.2,12.795901667844257,2.2808291719010167,46.862121855763725,2015,1,20,17,34,0,0,0,0,1,0
27.585,-111.563,2.302585092994046,5.1,12.901245273485962,2.2806630094163607,46.65143464448031,2011,5,24,19,1,0,0,1,0,0,0
-27.7324,74.1059,2.302585092994046,5.2,12.787835649001014,2.2806550763690194,46.87825389345021,2020,11,14,10,39,0,0,0,0,1,0
12.9871,-90.2559,2.8903717578961645,5.5,12.910347681211169,2.2806377074673616,46.6332298290299,2021,11,23,5,56,0,0,0,0,1,0
49.8759,155.0264,4.887751773050914,5.3,12.821925629463863,2.284280944517479,46.81007393252451,2023,7,1,9,15,0,0,0,0,1,0
-56.2564,-27.5372,4.59511985013459,5.9,12.833192196781106,2.28068810731965,46.787540797890024,2016,7,31,11,33,0,0,0,0,1,0
39.283,143.512,2.302585092994046,5.3,12.887213032165501,2.2825538934172127,46.67949912712123,2011,3,11,12,35,1,0,0,0,0,0
30.799,138.254,6.005860427391714,5.2,12.894985875558058,2.2806640602005426,46.66395344033612,2011,12,30,17,7,0,0,1,0,0,0
27.7188,92.8302,2.70805020110221,5.5,12.909902561936585,2.2808346037860043,46.63412006757907,2019,7,19,9,22,0,0,0,0,1,0
-8.8943,159.3182,4.905867195517367,5.4,12.78893330869431,2.280595834621692,46.87605857406362,2015,2,18,4,43,0,0,0,0,1,0
4.7466,96.194,2.302585092994046,5.2,12.899154823977527,2.282283998183574,46.655615543497184,2018,2,8,9,52,0,0,0,0,1,0
1.1408,126.4303,3.5553480614894135,5.3,12.818467908653448,2.280317181139531,46.816989374145344,2015,1,25,9,20,0,0,1,0,0,0
42.6012,13.2268,1.9459101490553132,5.7,12.89121789587106,2.2808857990022102,46.67148939971012,2017,1,18,10,14,0,0,0,0,1,0
36.907,142.903,1.9878743481543455,5.2,12.866608820611686,2.282538043969309,46.720707550228866,2011,3,13,1,42,0,0,1,0,0,0
-10.802,165.095,2.302585092994046,5.6,12.811527308085699,2.2804826905610995,46.83087057528084,2013,2,6,2,30,1,0,0,0,0,0
-8.3133,116.4514,2.388762789235098,5.3,12.911899103247192,2.281355446309853,46.630126984957855,2018,7,29,1,50,0,0,0,0,1,0
5.858,126.95,5.009968405108552,5.4,12.910021279783974,2.280662098667699,46.63388263188429,2012,10,3,18,28,1,0,0,0,0,0
-22.5035,173.8052,2.306577114263583,5.8,12.90449090948891,2.283377484279194,46.644943372474415,2013,8,6,10,41,0,0,0,0,1,0
1.0406,97.3762,3.2461018111217923,5.2,12.902611567626229,2.2804061955228976,46.64870205619978,2018,8,20,10,51,1,0,0,0,0,0
-28.0101,-176.4143,2.302585092994046,5.9,12.909719510971223,2.2814618886797398,46.63448616950979,2016,7,13,11,56,0,0,0,0,1,0
-0.6294,98.6259,3.332204510175204,6.7,12.896959774095519,2.280625479955813,46.6600056432612,2022,3,13,21,9,0,0,0,0,1,0
-49.073,127.505,2.302585092994046,5.1,12.91116815960596,2.2802353661522083,46.631588872240314,2011,12,7,3,41,0,0,1,0,0,0
-2.7118,-75.3035,2.6390573296152584,5.9,12.897628560698626,2.2804103598580845,46.658668070054986,2017,4,18,17,49,0,0,0,0,1,0
-15.3973,166.3626,3.8562988566557843,5.1,12.826643756896745,2.2839632568694994,46.80063767765875,2020,7,22,7,30,1,0,0,0,0,0
-2.969,148.0345,2.6390573296152584,6.4,12.822276684793788,2.2803612445461607,46.809371821864666,2016,7,25,19,38,0,0,0,0,1,0
-60.5632,-27.3614,2.302585092994046,5.2,12.864020018251379,2.2805049274154316,46.72588515494948,2018,7,20,0,24,0,0,0,0,1,0
-54.9651,-129.7723,2.302585092994046,5.6,12.830965074982426,2.2805800420224016,46.79199504148738,2017,8,14,5,35,0,0,0,0,1,0
36.328,52.775,2.760009940032921,5.1,12.844386061100261,2.280493459921894,46.76515306925172,2012,1,11,17,8,1,0,0,0,0,0
-20.4745,169.4006,3.5553480614894135,5.7,12.90802841629651,2.2809022224078057,46.637868358859215,2023,11,5,15,29,0,0,0,0,1,0
-31.2587,-13.4963,2.302585092994046,5.1,12.82509954616835,2.280325463498541,46.803726099115536,2019,12,21,2,33,1,0,0,0,0,0
11.3856,-86.5898,3.5553480614894135,5.3,12.887417957197812,2.282500936812328,46.67908927705662,2020,1,24,21,59,0,0,0,0,1,0
-49.728,-115.565,2.302585092994046,5.1,12.88594459889009,2.281401371986849,46.68203599367206,2011,6,20,4,25,0,0,1,0,0,0
33.8337,135.0775,2.4915511925066687,5.2,12.790369896168023,2.2804459272567024,46.87318539911619,2021,12,3,0,28,0,0,0,0,1,0
-10.3496,161.2283,4.498252903642014,5.1,12.87103637761583,2.280851306008752,46.711852436220575,2018,7,20,12,32,1,0,0,0,0,0
4.6565,123.3471,6.2766434893416445,5.9,12.823318323444788,2.2813812091563235,46.80728854456266,2013,11,3,11,3,0,0,0,0,1,0
11.7273,-88.4304,2.8320361808832013,5.2,12.843162570458757,2.281261836667347,46.767600050534725,2020,4,2,10,15,0,0,0,0,1,0
-20.0258,-173.361,2.302585092994046,5.1,12.886580282543655,2.280372581658503,46.680764626364926,2014,1,21,20,47,1,0,0,0,0,0
-29.9333,-177.1334,2.302585092994046,5.1,12.894453485112438,2.2812068194590402,46.66501822122736,2023,5,1,11,59,0,0,0,0,1,0
-30.2228,-177.9545,3.780774718818192,5.5,12.803718878090699,2.280235400920654,46.84648743527084,2016,6,1,15,37,0,0,1,0,0,0
-24.0511,-66.8595,5.231643233280044,5.1,12.811232518489637,2.2834636723039523,46.831460154472964,2017,1,8,1,4,0,0,0,0,1,0
16.4107,-97.8416,3.091042453358316,5.8,12.79964807869191,2.28076772362741,46.85462903406842,2016,5,8,7,34,0,0,0,0,1,0
3.0835,-75.6461,2.569554123848285,5.5,12.867613053187522,2.2810810014882397,46.71869908507719,2019,1,28,21,7,0,0,0,0,1,0
1.705,-102.14,2.302585092994046,5.2,12.808427674607689,2.2828685042364447,46.83706984223686,2011,12,21,5,33,0,0,1,0,0,0
-11.319,166.24,2.302585092994046,5.3,12.88306503733342,2.282063711435896,46.687795116785395,2013,4,10,19,12,1,0,0,0,0,0
37.6158,141.2772,3.790533107840436,5.1,12.912256971982293,2.282074638327168,46.62941124748765,2020,5,19,3,17,0,0,0,0,1,0
-56.8583,-140.9205,2.302585092994046,5.4,12.801331325270993,2.2821058607123286,46.85126254091025,2014,6,16,1,55,0,1,0,0,0,0
-20.1261,-173.2676,3.2200751054436827,5.2,12.822044461988465,2.2802221867791226,46.80983626747531,2014,4,21,13,37,1,0,0,0,0,0
24.2648,123.7672,2.327277705584417,5.2,12.812081168273355,2.2804125907813164,46.829762854905525,2018,3,1,13,42,0,0,0,0,1,0
0.809,98.817,4.320151230955794,5.1,12.913751231936027,2.281524565813434,46.626422727580184,2011,2,7,8,8,0,0,1,0,0,0
-60.4656,-26.3806,2.302585092994046,5.1,12.799161893523134,2.284286557304756,46.85560140440597,2019,8,28,10,7,1,0,0,0,0,0
-2.3943,-12.4658,2.302585092994046,5.2,12.910184493814809,2.2816082881811712,46.63355620382262,2017,5,14,22,11,1,0,0,0,0,0
-30.0251,-177.743,3.7259343620649474,5.8,12.908620500959616,2.281441012111192,46.63668418953301,2018,1,17,22,56,0,0,0,0,1,0
12.7964,49.2049,2.302585092994046,5.8,12.86569406586495,2.280586185719705,46.722537059722335,2023,5,19,15,15,0,0,0,0,1,0
25.404,141.207,4.883559211528279,5.4,12.837620979871161,2.281489218554152,46.77868323170991,2012,5,1,5,33,0,0,1,0,0,0
55.1307,-157.8,2.4595888418037104,5.2,12.825952654210912,2.2831670461173355,46.80201988303041,2011,7,4,21,1,0,0,0,0,0,1
-0.5858,128.034,2.9433857931817817,7.2,12.876480741620549,2.28162446485362,46.70096370821114,2019,7,14,9,10,0,0,0,0,1,0
-29.376,-176.669,2.302585092994046,5.3,12.820209085755074,2.281437857096754,46.81350701994209,2011,7,7,23,27,0,0,1,0,0,0
-52.1547,139.5343,2.302585092994046,5.4,12.887885838425214,2.2836471263710605,46.67815351460181,2023,5,21,21,11,0,0,0,0,1,0
-0.2149,124.4602,3.8598872510076174,5.3,12.910033645415927,2.280714021260869,46.633857900620384,2020,10,28,9,8,0,0,0,0,1,0
-5.2013,153.2799,3.8550292839080256,5.1,12.913716736262767,2.280963169882373,46.6264917189267,2016,4,20,10,41,1,0,0,0,0,0
28.2943,138.8056,6.253807657505574,5.5,12.78904217106865,2.2809302890371845,46.87584084931494,2022,12,24,8,35,0,0,0,0,1,0
0.1519,96.7107,2.302585092994046,5.2,12.898869764825823,2.2804722042778613,46.65618566180059,2022,1,11,0,26,0,0,0,0,1,0
-6.4606,154.2587,2.302585092994046,5.6,12.871828074098147,2.2806653931002896,46.71026904325594,2014,12,7,3,30,0,0,1,0,0,0
19.1673,120.0807,2.330200260027019,5.2,12.78748347235004,2.28049009233663,46.878958246752156,2013,12,31,23,41,1,0,0,0,0,0
-5.8261,150.7634,4.113656873254474,5.5,12.886810649752535,2.2837007896693047,46.68030389194717,2013,11,26,14,30,0,1,0,0,0,0
18.6315,-61.9765,3.769537357131391,5.2,12.908692320025132,2.2836141532698573,46.63654055140198,2018,2,9,17,43,0,0,0,0,1,0
51.1243,179.5394,2.9444389791664403,5.6,12.809431870699097,2.2808972415590163,46.83506145005404,2016,4,10,19,34,0,0,0,0,1,0
-23.3195,171.517,2.560941336063998,5.2,12.863851682252328,2.28108291622149,46.72622182694758,2023,5,19,10,46,1,0,0,0,0,0
17.972,120.6844,2.5756610130564646,5.2,12.813449496863857,2.2820757866390284,46.82702619772453,2015,7,5,12,56,0,0,0,0,1,0
-35.689,-179.075,2.302585092994046,5.3,12.91327557953777,2.282424216434261,46.6273740323767,2012,3,26,17,48,1,0,0,0,0,0
27.0723,-44.4539,2.302585092994046,5.2,12.82156634527296,2.2810073070155887,46.81079250090632,2015,8,26,21,56,1,0,0,0,0,0
-32.9076,-177.8806,3.7900813346229034,6.5,12.808605603001562,2.280228763193472,46.836713985449116,2014,2,2,9,26,0,0,0,0,1,0
18.4517,145.6331,5.441291535499143,5.3,12.828746394829544,2.2810333639108,46.79643240179315,2023,11,24,21,1,0,0,0,0,1,0
-56.3773,-27.2132,4.637443746538387,5.3,12.880923463807003,2.2828915366494136,46.69207826383823,2018,4,12,16,29,1,0,0,0,0,0
50.673,-175.203,3.261935314328648,5.1,12.798058813496047,2.2805566721161314,46.857807564460145,2011,4,15,6,50,0,0,1,0,0,0
-23.1347,170.4528,2.302585092994046,5.2,12.870200303411208,2.281076825640521,46.71352458462982,2023,5,20,2,3,1,0,0,0,0,0
-56.316,-25.71,3.0587070727153796,5.1,12.847070902598471,2.283805847583945,46.75978338625529,2012,10,11,22,3,1,0,0,0,0,0
-29.9333,-177.1334,2.302585092994046,5.1,12.894453485112438,2.2804092106546245,46.66501822122736,2023,5,1,11,59,0,0,0,0,1,0
2.399,96.285,2.302585092994046,5.4,12.867081374412209,2.2808740946957156,46.71976244262782,2011,1,15,16,26,0,1,0,0,0,0
-16.3487,167.2001,1.095273387402595,5.8,12.849942918480316,2.2806763005283197,46.7540393544916,2016,4,30,8,35,0,0,0,0,1,0
12.555,-87.794,4.493120682179469,5.1,12.908551153519003,2.2812176147370082,46.63682288441423,2013,1,20,19,10,1,0,0,0,0,0
-20.2855,-175.071,4.727387818712341,6.4,12.797253543500307,2.2809894701015283,46.85941810445162,2018,12,23,23,8,0,0,0,0,1,0
35.0817,25.2018,2.302585092994046,5.3,12.908189478215254,2.280643520645001,46.63754623502173,2021,9,28,4,48,0,0,0,0,1,0
36.4504,70.7227,5.342334251964811,5.8,12.8139777919807,2.280442298802008,46.82596960749084,2023,8,5,16,1,0,0,0,0,1,0
-33.939,-71.868,2.8903717578961645,5.9,12.873660963413455,2.282009040481677,46.70660326462533,2012,11,21,21,36,0,0,0,0,1,0
35.6445,26.2467,2.302585092994046,5.2,12.836631402276161,2.282080723854643,46.78066238689991,2020,10,12,4,11,0,0,0,0,1,0
-19.4019,-173.2517,2.302585092994046,5.1,12.812738308700094,2.280389578906477,46.82844857405205,2020,4,4,9,24,0,0,0,0,1,0
-47.3594,165.7473,3.464485120898074,5.1,12.876368205333872,2.2831890204632765,46.70118878078449,2021,2,23,4,7,0,0,0,1,0,0
-21.6328,-68.5339,4.689327493994814,5.5,12.911336126368697,2.2837108701970075,46.631252938714844,2015,1,10,17,55,0,0,0,0,1,0
15.3234,-97.1756,2.6411978941143697,5.5,12.883646691864817,2.2844976479514556,46.686631807722605,2017,6,14,23,58,0,0,0,0,1,0
39.955,142.205,3.4965075614664802,6.7,12.907294636878325,2.280849553325774,46.63933591769559,2011,6,22,21,50,0,0,0,0,1,0
33.0143,131.0991,2.347558458636777,5.5,12.906051437403082,2.281870336234237,46.64182231664607,2016,4,18,11,42,0,0,0,0,1,0
-4.404,135.261,3.3105430133940246,5.3,12.878562934013662,2.2811132745731535,46.69679932342491,2013,2,14,16,52,1,0,0,0,0,0
-37.1556,179.1066,2.302585092994046,5.2,12.885067654856924,2.2822473388030056,46.68378988173839,2016,9,1,19,22,1,0,0,0,0,0
-6.9777,106.1423,4.068513802187579,5.1,12.838466133444403,2.2811333059010845,46.77699292456343,2019,7,28,14,25,1,0,0,0,0,0
40.5559,142.066,3.8983296782961436,5.1,12.82207686840818,2.28034375397626,46.80977145463588,2019,12,19,6,21,0,0,0,0,1,0
22.661,120.891,3.332204510175204,5.9,12.908288580349994,2.281666694937118,46.63734803075225,2012,2,26,2,35,0,0,0,0,1,0
-22.1584,170.7372,2.302585092994046,5.6,12.868327535147586,2.281692294557189,46.71727012115707,2023,10,17,13,40,0,0,0,0,1,0
-21.1184,-175.7911,2.302585092994046,5.6,12.81735065978939,2.281996957326929,46.819223871873454,2018,11,24,15,42,0,0,0,0,1,0
-15.7044,167.8457,5.278114659230517,6.1,12.817261117391684,2.280470837382689,46.819402956668874,2022,4,17,7,46,0,0,0,0,1,0
-60.4652,-27.1401,1.9501867058225735,6.0,12.788087127837601,2.2804445000047497,46.87775093577704,2021,12,3,8,33,0,0,0,0,1,0
0.2895,-77.6885,4.874662829239662,5.2,12.88558479004099,2.2838254042283563,46.682755611370254,2020,3,30,9,9,0,0,0,0,1,0
40.2815,143.1497,3.091042453358316,5.6,12.815998530387171,2.2812568392213928,46.8219281306779,2023,3,22,7,36,0,0,0,0,1,0
38.7161,69.9779,1.6094379124341003,5.7,12.830049260245032,2.282407787394716,46.793826670962176,2018,3,29,22,54,1,0,0,0,0,0
-62.1404,165.326,2.302585092994046,5.2,12.907138391334415,2.2807148205521317,46.63964840878341,2020,7,14,1,42,0,0,0,0,1,0
-0.2079,124.954,3.6888794541139363,5.6,12.799208864905138,2.28045870802311,46.85550746164196,2023,8,4,11,48,0,0,0,0,1,0
26.4808,127.1733,3.4124669739203863,5.1,12.882025344622726,2.2836719884751484,46.689874502206784,2017,8,8,5,49,1,0,0,0,0,0
-60.6952,-26.083,3.5516268606875596,5.4,12.907125989848716,2.2805285929538757,46.639673211754804,2016,12,27,18,4,1,0,0,0,0,0
5.5251,126.6597,3.1570004211501135,5.3,12.902352414407915,2.2823697121268296,46.649220362636406,2020,2,22,15,34,0,0,0,0,1,0
-36.7364,78.7182,1.4838746894587547,5.5,12.823083644663663,2.2809161817328243,46.80775790212491,2013,10,12,20,1,0,1,0,0,0,0
0.102,123.426,4.957937505095806,5.4,12.892857126983142,2.2839813169084935,46.66821093748595,2012,6,20,21,55,1,0,0,0,0,0
-8.3487,125.0105,2.302585092994046,5.1,12.896425926785724,2.280326351036153,46.66107333788079,2015,11,4,8,14,1,0,0,0,0,0
36.9069,68.3142,3.251536607107749,5.2,12.804686594383439,2.2804321249496993,46.84455200268536,2017,1,9,5,59,0,0,0,1,0,0
20.4677,122.1097,5.075173815233827,5.9,12.807477274724588,2.2823895234061546,46.83897064200306,2020,4,10,16,44,0,0,0,0,1,0
-17.9647,-178.4384,6.36581731352352,5.9,12.861689283793023,2.283427058183485,46.73054662386619,2017,2,24,23,46,0,0,0,0,1,0
-61.342,154.137,2.0014800002101243,5.4,12.912397616355825,2.2807969008880824,46.62912995874059,2013,1,22,8,40,0,1,0,0,0,0
51.2181,-179.1863,3.5553480614894135,5.3,12.823865693185134,2.2806732841574906,46.80619380508197,2023,2,15,7,35,0,0,0,0,1,0
14.7161,119.0784,2.302585092994046,5.3,12.803474051428127,2.2806304601139917,46.846977088595985,2020,3,12,22,0,0,0,0,0,1,0
21.2897,144.4037,3.107720775502038,6.0,12.792767047463556,2.282339508226689,46.86839109652513,2016,12,14,2,1,0,0,0,0,1,0
-36.2223,-97.5292,2.302585092994046,5.5,12.912178005066922,2.282608775354572,46.629569181318395,2019,3,6,7,20,0,0,0,0,1,0
2.199,89.441,2.302585092994046,5.9,12.81845164699248,2.28031833249379,46.81702189746728,2012,4,11,9,1,1,0,0,0,0,0
28.399,51.73,2.302585092994046,5.2,12.878932931555486,2.281083287111231,46.69605932834126,2013,4,10,7,59,1,0,0,0,0,0
-15.3234,-172.773,2.302585092994046,5.2,12.804582170090956,2.2816975583786894,46.84476085127033,2018,5,18,6,37,1,0,0,0,0,0
37.329,142.706,3.8044377947482086,5.1,12.884755723479296,2.2822403164014915,46.68441374449365,2011,3,11,17,34,1,0,0,0,0,0
14.2645,118.9138,2.302585092994046,5.3,12.879137009544598,2.281641007862673,46.69565117236304,2023,4,23,16,23,0,0,0,0,1,0
-20.1469,-173.163,2.302585092994046,5.6,12.898424509910033,2.2816818607744054,46.65707617163217,2022,5,28,15,32,0,0,0,0,1,0
-56.023,-27.5968,4.784403646182813,5.1,12.890454018412292,2.2828851806825012,46.67301715462765,2014,9,25,19,0,1,0,0,0,0,0
-5.6856,101.6495,2.302585092994046,6.3,12.850496909659507,2.2810892111111007,46.752931372133226,2021,2,10,12,52,0,0,0,0,1,0
14.446,-92.991,3.258096538021482,5.3,12.897648592348634,2.2844258311129257,46.65862800675497,2012,12,30,12,21,0,1,0,0,0,0
-12.852,45.6146,2.302585092994046,5.1,12.833224243954547,2.2830077513191545,46.78747670354314,2018,5,22,12,37,1,0,0,0,0,0
0.1413,123.6629,4.784403646182813,5.6,12.896551268655838,2.281858952791065,46.66082265414056,2021,7,9,13,31,0,0,0,0,1,0
-7.3172,106.0704,3.7450234647319762,5.3,12.907272317580935,2.281257407207105,46.63938055629037,2022,3,12,5,31,0,0,0,0,1,0
7.275,124.898,2.302585092994046,5.6,12.858587917669023,2.280316967433311,46.73674935611419,2013,6,1,14,10,0,0,0,0,1,0
-5.1039,152.6277,3.165896900077314,5.3,12.912076819592627,2.2831772268494284,46.62977155226698,2019,10,12,2,35,0,0,0,0,1,0
44.4761,141.0867,5.475668256688571,6.2,12.831617951004665,2.2809426180757453,46.79068928944291,2016,1,11,17,8,0,0,0,0,1,0
-7.183,127.593,5.549853992363464,5.1,12.810014225369539,2.2805551182602106,46.83389674071316,2011,12,20,18,45,0,0,1,0,0,0
7.1923,126.8718,4.104080348610106,5.4,12.872452249750646,2.2817721382889697,46.70902069195095,2022,8,2,19,19,0,0,0,0,1,0
-18.1345,-178.0127,6.402265394805665,5.3,12.799117683148058,2.2804407836192273,46.85568982515612,2018,9,7,5,10,1,0,0,0,0,0
-21.623,-174.552,3.655839600035736,5.2,12.874450585563903,2.280429350151796,46.70502402032443,2012,9,1,19,46,1,0,0,0,0,0
