latitude,longitude,depth,magnitude,distance,gravity,force
40.905,144.848,10.0,5.4,372040,9.78,2.3624342783557437e-15
35.687,140.695,10.0,6.0,372107,9.8,2.3615836152574414e-15
-5.595,151.042,28.0,6.2,373613,9.81,2.342583329560075e-15
35.502,141.612,30.0,5.2,373684,9.78,2.3416932319606844e-15
35.802,139.279,103.8,5.5,377362,9.78,2.296268546043939e-15
49.274,156.074,10.0,5.2,378267,9.8,2.2852940910165563e-15
10.037,125.633,18.0,5.8,379518,9.8,2.2702529544878155e-15
3.705,63.41,10.0,5.2,384737,9.8,2.2090782434498094e-15
3.758,63.465,10.0,5.3,384826,9.78,2.2080565597352193e-15
3.823,63.404,10.0,5.5,385019,9.78,2.2058434320410168e-15
-34.905,-107.644,11.8,5.8,385473,9.78,2.2006505226769777e-15
-0.882,119.927,42.8,5.1,390576,9.8,2.1435217775588236e-15
-4.36,143.888,113.4,5.3,391820,9.78,2.12993233314925e-15
0.353,125.075,77.4,5.4,391835,9.78,2.1297692626043987e-15
58.864,164.724,10.0,5.1,392404,9.78,2.123597255665477e-15
-14.621,-175.702,27.9,5.9,393227,9.78,2.1147174401622307e-15
-3.812,140.266,66.0,6.1,395640,9.78,2.0890008684898943e-15
16.493,-98.231,20.0,7.4,395654,9.82,2.0888530348032296e-15
16.289,-98.172,10.0,5.3,395696,9.78,2.0884096278876072e-15
16.228,-98.22,10.0,5.1,395724,9.78,2.088114101708632e-15
15.899,-98.715,3.9,5.2,395782,9.79,2.0875021398518426e-15
16.478,-97.987,24.6,5.1,395934,9.78,2.0858996534824757e-15
-23.882,-175.753,59.4,5.1,396045,9.78,2.0847305822139986e-15
-6.242,145.955,118.0,6.6,399048,9.79,2.053471737535358e-15
3.513,125.859,116.9,5.1,399283,9.81,2.051055286797159e-15
16.334,-98.343,27.7,5.1,401009,9.81,2.033437214230504e-15
-26.163,131.955,7.0,5.3,402549,9.78,2.0179086532042784e-15
-54.367,-136.157,10.0,5.5,405018,9.78,1.9933811971119682e-15
-54.576,-135.923,10.0,5.7,405141,9.78,1.9921710077296473e-15
-60.835,-23.863,40.4,5.2,405478,9.8,1.9888609261010964e-15
37.692,141.603,62.2,5.2,405559,9.78,1.988066557600111e-15
-18.638,-178.774,507.5,5.1,405575,9.79,1.98790970159328e-15
-35.2,-72.217,40.7,7.1,405732,9.82,1.9863715363094e-15
66.363,-174.648,10.0,5.3,405766,9.82,1.986038665626715e-15
-30.04,60.653,10.0,5.6,405677,9.8,1.9869101807992614e-15
-35.689,-179.075,10.0,5.3,405662,9.8,1.9870571218671e-15
9.995,-104.228,10.0,5.5,405661,9.79,1.9870669185178553e-15
9.581,-104.373,10.0,5.2,405659,9.78,1.987086512036716e-15
10.071,-104.16,10.0,6.0,405653,9.82,1.9871452943321508e-15
39.859,142.017,15.0,6.1,405059,9.78,1.9929776781539747e-15
-57.331,-140.014,10.0,5.5,403535,9.8,2.0080595587733077e-15
-4.403,101.235,15.7,5.2,403491,9.8,2.008497533538771e-15
-40.957,44.605,10.0,5.3,401788,9.78,2.0255598660384886e-15
37.539,141.244,57.2,5.1,397552,9.8,2.0689553659473368e-15
40.764,144.807,10.0,5.1,396402,9.78,2.0809772526027916e-15
14.381,-93.063,10.0,5.4,394970,9.78,2.0960941550712414e-15
-6.583,154.659,62.4,5.2,394649,9.78,2.0995053881616406e-15
4.616,95.115,59.3,5.2,394201,9.8,2.1042801750664035e-15
-23.63,179.299,534.5,5.2,391820,9.79,2.12993233314925e-15
-20.326,-175.234,142.6,5.1,389980,9.79,2.1500786020128858e-15
-35.191,-14.877,10.0,5.4,385055,9.78,2.2054309888763184e-15
37.116,140.957,48.0,5.7,384844,9.78,2.2078500132457624e-15
-4.516,153.427,117.9,5.7,382880,9.78,2.2305586365018704e-15
16.46,-98.54,20.0,5.3,382709,9.8,2.2325523745122358e-15
-16.935,-173.514,42.7,5.4,380138,9.78,2.262853489143191e-15
16.395,-98.316,9.0,6.0,377705,9.79,2.2920998827430436e-15
-5.18,-80.583,63.9,5.4,375243,9.8,2.3222758620165694e-15
-19.638,-69.093,117.0,5.2,374151,9.78,2.3358512683462356e-15
-4.397,153.442,104.0,5.3,373322,9.78,2.34623678386576e-15
-5.654,133.876,10.0,5.4,370153,9.79,2.386582543877804e-15
-3.824,152.173,10.0,5.3,365607,9.78,2.4463016172115803e-15
-4.551,153.457,108.5,6.1,359310,9.78,2.5327970889591112e-15
-3.345,100.426,13.6,5.5,359074,9.78,2.5361275252713193e-15
-3.346,100.452,10.0,5.1,359071,9.78,2.5361699035996133e-15
-6.746,149.555,20.0,5.3,358355,9.78,2.546314658101331e-15
-6.057,130.684,79.7,5.2,358330,9.78,2.5466699735206172e-15
24.0,122.35,10.0,5.3,359619,9.78,2.5284463841071193e-15
-1.261,-13.972,10.0,5.8,363692,9.78,2.472131170929077e-15
-16.856,-14.397,9.2,5.2,368112,9.79,2.4131207641111316e-15
2.327,93.063,20.0,8.6,368885,9.78,2.4030179519368134e-15
1.271,91.748,10.0,5.8,368944,9.78,2.4022494519862323e-15
51.364,-176.097,20.8,5.5,368959,9.78,2.4020541294202816e-15
2.199,89.441,10.0,5.9,368963,9.78,2.4020020474259603e-15
1.636,91.785,10.0,5.3,368968,9.78,2.4019369473150487e-15
1.252,91.802,10.0,5.2,368987,9.78,2.401689591028641e-15
1.254,91.735,10.0,6.0,369056,9.78,2.400791618415784e-15
2.521,90.299,10.0,5.3,369138,9.78,2.39972511728608e-15
2.483,90.351,10.0,5.3,369172,9.78,2.399283117910071e-15
2.594,90.062,10.0,5.1,369197,9.78,2.3989581962713864e-15
2.822,92.482,13.9,5.3,369242,9.78,2.3983735036273257e-15
1.167,91.87,10.0,5.4,369296,9.81,2.397672154572414e-15
0.802,92.463,25.1,8.2,369318,9.78,2.3973865079681463e-15
0.604,92.482,10.0,5.1,369394,9.78,2.3964001214467974e-15
-56.871,-27.979,283.9,5.4,369479,9.78,2.3952976469892742e-15
0.734,92.855,10.0,5.4,369497,9.78,2.395064279424903e-15
1.084,91.958,10.0,5.3,369562,9.82,2.3942218470999707e-15
2.913,89.544,10.0,5.7,369566,9.78,2.3941700196290417e-15
2.235,92.493,10.0,5.1,369590,9.78,2.393859090140508e-15
1.347,92.631,10.0,5.1,369626,9.78,2.3933928094648272e-15
3.163,92.797,15.8,5.1,369666,9.78,2.392874879588671e-15
2.583,92.626,10.0,5.1,369721,9.78,2.3921630004727352e-15
2.164,93.584,10.0,5.3,369951,9.78,2.3891894906828938e-15
1.495,90.854,5.0,5.5,370006,9.78,2.3884792554135913e-15
1.107,92.11,8.0,5.2,370043,9.78,2.388001638951304e-15
2.833,89.933,10.0,5.1,370087,9.78,2.387433849074578e-15
1.477,90.833,10.0,5.3,370134,9.78,2.386827569907174e-15
1.276,91.9,10.0,5.3,370206,9.78,2.3858992496009513e-15
2.674,90.164,26.3,5.1,370260,9.78,2.385203364739785e-15
2.945,92.2,13.9,5.2,370393,9.8,2.3834907238854696e-15
3.368,92.863,15.3,5.1,370456,9.78,2.3826801167015882e-15
2.475,92.694,10.0,5.4,371070,9.78,2.37480152114896e-15
1.19,92.092,14.5,5.5,371104,9.78,2.374366389471962e-15
0.306,91.662,10.0,5.2,371534,9.78,2.368873558526483e-15
0.619,92.496,9.1,5.1,371800,9.79,2.365485204785697e-15
43.584,-127.638,8.0,6.0,371897,9.78,2.364251410797267e-15
2.865,89.556,6.6,5.4,371934,9.78,2.3637810426616417e-15
18.229,-102.689,20.0,6.5,371946,9.78,2.3636285209787117e-15
1.841,89.685,10.0,5.8,372171,9.78,2.3607714705393218e-15
0.252,92.158,10.0,5.1,372188,9.78,2.360555815018766e-15
28.837,-113.027,9.0,6.0,373763,9.79,2.340703437813996e-15
28.696,-113.104,13.0,7.0,373800,9.8,2.3402400791145895e-15
36.865,141.032,27.3,5.2,374714,9.78,2.328837405396431e-15
2.396,93.401,10.0,5.2,375127,9.79,2.3237123123419983e-15
37.513,141.468,25.1,5.5,375508,9.8,2.3189993088929715e-15
3.753,92.746,10.0,5.3,376757,9.78,2.303649207317867e-15
36.988,141.152,11.0,5.7,379876,9.82,2.265975939964932e-15
16.236,-98.138,15.1,5.2,379876,9.78,2.265975939964932e-15
37.022,141.151,28.1,5.1,380332,9.78,2.260545602266327e-15
-57.679,-65.308,15.0,6.2,385295,9.78,2.202684321590471e-15
2.589,90.347,10.0,5.1,385583,9.81,2.1993950885518698e-15
49.38,155.651,90.3,5.6,386192,9.78,2.192463948030659e-15
0.244,92.141,22.9,5.4,386222,9.78,2.192123359644038e-15
-6.81,105.457,62.7,5.8,387062,9.82,2.1826190138731963e-15
-6.777,105.444,68.1,5.3,387080,9.79,2.182416026228347e-15
-56.845,-25.209,23.3,5.3,387358,9.78,2.1792845873931197e-15
-18.972,168.741,11.0,6.2,387600,9.8,2.1765641424404205e-15
2.581,90.269,25.0,6.2,389161,9.8,2.159137923585975e-15
-2.64,121.855,13.0,5.8,392912,9.8,2.1181095636725365e-15
23.952,-108.793,10.0,5.3,393113,9.78,2.1159441243146675e-15
0.798,92.417,23.5,5.3,394180,9.79,2.1045043927374564e-15
36.632,21.475,29.0,5.8,394446,9.78,2.1016669477400092e-15
0.176,92.235,10.0,5.2,395203,9.78,2.0936232934229224e-15
-2.58,121.939,10.0,5.3,395505,9.78,2.0904272132803188e-15
5.373,94.621,60.0,5.1,396921,9.78,2.075538784538709e-15
-32.625,-71.365,29.0,6.7,396983,9.78,2.074890528286503e-15
-5.462,147.117,198.0,6.8,397468,9.78,2.069829955172999e-15
-31.894,-177.236,10.0,5.6,397696,9.82,2.067457359255339e-15
-59.016,-16.612,12.0,6.2,399057,9.8,2.0533791139891856e-15
28.689,138.772,493.8,5.5,400341,9.79,2.0402287709465253e-15
27.941,58.063,72.3,5.1,401651,9.79,2.026941906807575e-15
-0.545,131.893,35.0,5.1,401748,9.79,2.0259632354548135e-15
32.506,47.004,10.0,5.1,401756,9.8,2.0258825519328998e-15
-0.501,131.909,29.2,5.3,401872,9.78,2.024713182285801e-15
36.976,141.181,31.9,5.2,402605,9.78,2.017347333669949e-15
1.199,126.434,38.5,5.3,403762,9.79,2.005802281548908e-15
32.511,47.023,10.0,5.1,404334,9.78,2.000131190989793e-15
3.249,93.824,19.4,5.2,405387,9.78,1.9897539328225657e-15
3.256,93.853,24.6,5.7,405515,9.78,1.9884980073576996e-15
3.269,93.821,21.9,5.9,405522,9.78,1.988429358229344e-15
2.158,93.36,28.0,5.8,405556,9.79,1.988095970168201e-15
-1.617,134.276,16.0,6.7,405643,9.78,1.98724327062106e-15
-35.229,-16.181,10.0,5.7,405645,9.78,1.9872236747835998e-15
-1.635,134.197,17.4,6.0,405649,9.8,1.9871844839782082e-15
3.268,93.723,10.0,5.2,405999,9.78,1.9837597722035916e-15
-14.82,-71.481,111.2,5.4,406015,9.78,1.9836034256106993e-15
-21.825,170.183,42.5,5.2,406045,9.78,1.983310325562987e-15
1.379,91.745,6.1,5.1,406352,9.78,1.9803146653169947e-15
-9.192,158.583,8.0,5.2,406416,9.78,1.9796910178255833e-15
-52.753,140.329,9.2,5.4,406417,9.79,1.9796812756711838e-15
-52.867,140.29,12.2,5.6,406418,9.79,1.9796715335886965e-15
15.766,-89.211,10.0,5.2,406350,9.78,1.9803341590493804e-15
-24.008,-175.993,10.0,5.1,406323,9.78,1.9805973526111126e-15
-7.22,129.226,127.6,5.2,406023,9.79,1.983525259245392e-15
-28.556,-177.412,114.0,6.0,405932,9.81,1.984414674371658e-15
0.374,125.293,48.0,5.7,405788,9.78,1.985823323299052e-15
48.397,154.739,31.0,5.6,405733,9.79,1.9863617448007553e-15
5.649,61.511,10.0,5.6,405169,9.81,1.9918956714586297e-15
8.868,93.949,14.1,5.5,404851,9.78,1.995026065564879e-15
-24.228,-175.95,10.0,5.6,404831,9.81,1.995223192301323e-15
1.154,91.724,10.0,5.1,404518,9.78,1.9983120361488047e-15
35.622,140.472,54.3,5.5,404471,9.78,1.998776475490781e-15
9.011,93.945,9.0,5.7,403533,9.78,2.0080794636091942e-15
8.945,93.906,11.6,5.3,403516,9.79,2.0082486666642367e-15
-12.771,-14.631,10.0,5.2,402981,9.78,2.0135845323019267e-15
8.826,93.882,22.9,5.1,402666,9.78,2.016736162792388e-15
41.485,141.818,75.0,5.1,399356,9.8,2.0503055129046328e-15
2.696,94.459,7.9,5.6,399256,9.78,2.0513327046205635e-15
-2.662,121.913,10.0,5.1,396821,9.78,2.0765849994846535e-15
-18.685,-174.705,134.7,6.6,392312,9.8,2.1245933702654433e-15
-3.338,100.439,7.4,5.3,390634,9.79,2.1428852992518775e-15
-5.328,152.11,35.0,5.6,390340,9.78,2.1461145124291e-15
-3.059,136.109,18.4,5.2,388860,9.8,2.1624818110785626e-15
2.704,94.509,14.1,5.7,387431,9.78,2.1784634203354044e-15
35.596,140.349,44.0,5.8,386882,9.78,2.1846504488627328e-15
39.745,142.037,10.0,5.6,385794,9.8,2.196989942502287e-15
-29.868,-71.46,37.0,5.6,381687,9.78,2.2445240854130425e-15
1.757,89.598,10.0,5.7,381601,9.79,2.2455358795250495e-15
14.405,93.327,35.0,5.2,380306,9.78,2.2608547017532504e-15
-5.689,128.511,356.1,5.5,379011,9.79,2.2763308155625745e-15
25.404,141.207,132.1,5.4,376104,9.79,2.311655443980392e-15
-2.613,121.906,10.0,5.1,373962,9.78,2.3382129385182944e-15
21.951,-108.44,11.4,5.5,373521,9.78,2.3437374505215895e-15
18.251,-101.085,51.1,5.7,373298,9.79,2.34653848113142e-15
-30.267,-175.874,10.0,5.1,371905,9.78,2.3641496976831222e-15
14.376,-92.897,14.0,6.0,371781,9.78,2.365726988886208e-15
-24.331,-176.175,84.0,5.1,370194,9.79,2.3860539320379167e-15
-54.565,143.836,10.0,5.8,368521,9.78,2.4077673720153978e-15
-35.883,-102.728,10.0,5.5,367421,9.8,2.422205897679387e-15
21.21,-108.779,10.0,5.4,364852,9.78,2.456436514131742e-15
32.747,47.726,10.0,5.2,363819,9.78,2.4704055553848078e-15
40.513,98.525,10.0,5.2,363786,9.79,2.470853769889652e-15
39.175,29.092,3.1,5.2,362838,9.78,2.4837820153907133e-15
-5.466,152.085,31.1,5.3,362675,9.79,2.4860151301490527e-15
2.001,89.719,10.0,5.1,359044,9.81,2.536551356358086e-15
38.182,141.628,65.5,5.1,357048,9.8,2.5649907157251294e-15
-21.477,-174.227,8.5,5.7,357043,9.8,2.5650625560546047e-15
-13.82,-75.801,54.4,5.6,357098,9.8,2.564272478394251e-15
41.549,46.789,11.0,5.6,358032,9.78,2.5509110663955072e-15
41.553,46.719,11.9,5.3,358991,9.8,2.537300384304607e-15
6.232,127.45,39.0,5.5,365370,9.8,2.4494762704151578e-15
-0.966,-13.6,12.0,5.5,367614,9.78,2.4196632142039977e-15
39.772,142.171,40.4,5.2,369867,9.78,2.3902748251769356e-15
-28.73,-112.587,10.0,5.9,370291,9.8,2.38480401282899e-15
1.38,126.293,10.0,5.2,374505,9.8,2.3314374392095858e-15
26.175,92.889,43.3,5.4,378982,9.78,2.2766792021316322e-15
34.304,34.142,16.6,5.4,380543,9.78,2.2580394839686425e-15
30.669,138.61,389.1,5.1,380992,9.78,2.2527204100236658e-15
2.241,126.108,60.3,5.3,385186,9.8,2.2039311299468214e-15
38.612,70.354,10.0,5.7,387600,9.79,2.1765641424404205e-15
-3.347,89.416,12.0,5.3,388030,9.79,2.171742845095106e-15
-0.115,122.996,92.1,5.3,388825,9.79,2.1628711392846e-15
-17.678,-69.591,105.9,6.2,394968,9.8,2.096115383114648e-15
27.955,57.722,2.0,5.1,395005,9.78,2.09572271650618e-15
2.71,89.561,10.0,5.1,398343,9.79,2.0607467676745465e-15
-24.568,-175.967,10.0,5.2,400421,9.78,2.0394136189090135e-15
-5.504,149.711,136.6,5.7,401163,9.79,2.0318763064473587e-15
-24.566,-175.965,10.0,5.2,401224,9.79,2.031258521704872e-15
26.942,53.851,5.0,5.1,405263,9.79,1.9909717456211287e-15
-44.806,-80.159,10.0,6.3,405498,9.81,1.988664741470964e-15
41.439,46.789,18.1,5.1,406034,9.79,1.9834177880370602e-15
-25.729,-70.562,28.0,5.8,406411,9.8,1.979739729676289e-15
39.665,143.311,10.0,5.9,406443,9.8,1.9794280048959227e-15
17.017,147.257,35.7,5.1,406390,9.8,1.9799443390834832e-15
44.89,11.23,6.3,6.0,406389,9.79,1.9799540831797806e-15
44.688,151.761,15.1,5.1,406317,9.81,1.980655847194686e-15
39.548,143.248,11.0,5.6,406310,9.8,1.9807240941507613e-15
39.646,143.164,11.0,6.3,406309,9.8,1.9807338440038614e-15
39.619,143.175,10.0,5.3,406290,9.78,1.980919104891428e-15
39.577,143.197,28.9,5.1,406284,9.79,1.980977613729541e-15
-3.188,143.917,21.2,5.1,405911,9.8,1.984620008970329e-15
39.556,143.619,28.7,5.1,405907,9.78,1.9846591239358293e-15
27.197,127.284,80.1,5.2,405719,9.8,1.986498832510357e-15
39.364,143.47,28.6,5.2,405407,9.78,1.989557616049306e-15
42.645,22.968,10.0,5.6,404638,9.8,1.997126967583774e-15
2.41,126.619,5.8,5.1,404467,9.78,1.998816009719462e-15
41.335,142.082,46.0,5.9,401336,9.8,2.03012496174353e-15
0.849,-27.607,10.0,5.2,401035,9.78,2.0331735581718054e-15
46.66,152.557,34.0,5.3,400749,9.81,2.0360765978846253e-15
14.065,145.413,108.9,5.1,400728,9.83,2.0362900031315946e-15
-50.42,139.516,10.0,6.0,400458,9.78,2.0390367763040737e-15
-50.352,139.536,6.6,5.9,400421,9.83,2.0394136189090135e-15
-36.912,-70.467,150.4,5.4,397895,9.79,2.0653898734545843e-15
72.96,5.683,10.0,6.1,397409,9.81,2.0704445815776442e-15
-20.796,168.626,26.5,5.1,393341,9.81,2.113491822425913e-15
85.939,32.186,10.0,5.1,392896,9.8,2.1182820797738413e-15
26.91,140.055,487.4,6.0,389542,9.8,2.1549164057389956e-15
-2.82,100.155,37.7,5.2,388366,9.81,2.1679866463613812e-15
-28.043,-63.094,586.9,6.7,383114,9.81,2.2278346884274086e-15
35.707,139.95,66.2,5.1,380593,9.79,2.2574462278761233e-15
-19.962,-175.976,210.7,5.9,379441,9.78,2.271174453295524e-15
39.099,144.645,33.6,5.2,378512,9.8,2.2823366373579204e-15
54.368,168.925,10.3,5.6,378344,9.8,2.28436398646264e-15
-22.13,-179.61,602.0,5.8,378148,9.81,2.2867326430492053e-15
44.851,11.086,10.2,5.8,377374,9.79,2.296122511688406e-15
44.888,11.008,6.8,5.5,376491,9.8,2.306905525040229e-15
44.873,10.955,10.0,5.1,376474,9.82,2.307113870261269e-15
43.384,78.745,17.2,5.4,368981,9.8,2.4017676994120415e-15
54.739,161.392,49.8,5.2,368976,9.78,2.4018327926422952e-15
-0.902,133.181,53.2,5.6,364140,9.78,2.466052006437059e-15
-77.08,-148.864,12.0,5.5,363153,9.83,2.4794750042380897e-15
-0.72,133.269,25.0,5.8,362873,9.79,2.4833029046378196e-15
35.98,139.642,63.1,5.1,362594,9.81,2.487125957781553e-15
39.803,75.194,47.5,5.3,362058,9.78,2.49449541952978e-15
-22.059,-63.555,527.0,5.9,359829,9.78,2.525495989337801e-15
-16.235,67.21,10.0,5.5,358491,9.8,2.544383044163084e-15
44.9,10.94,9.0,5.1,358543,9.79,2.5436450667160615e-15
-60.562,-25.57,35.0,5.3,358581,9.78,2.5431059785271947e-15
5.305,-82.629,7.0,6.3,358696,9.81,2.541475571130387e-15
5.508,-82.563,7.0,6.3,358799,9.78,2.5400166238616307e-15
-7.692,106.371,50.0,5.9,359265,9.8,2.5334316233950762e-15
-15.279,-177.919,10.0,5.7,359492,9.78,2.5302331799831424e-15
13.501,-44.854,10.0,5.1,360479,9.79,2.5163964723771876e-15
-18.114,168.324,80.9,5.2,361300,9.82,2.5049731996942797e-15
5.482,94.672,54.4,5.3,361801,9.78,2.4980405341953964e-15
34.943,141.132,15.0,6.1,363101,9.79,2.4801852304974536e-15
22.357,121.428,24.3,5.5,364061,9.78,2.4671223723699237e-15
51.706,96.037,17.7,5.1,366548,9.81,2.4337574755455864e-15
1.602,126.477,10.0,5.1,368947,9.81,2.4022103855671748e-15
-36.074,-70.57,8.0,6.0,369610,9.82,2.3936000285000785e-15
-20.192,-176.34,266.0,5.8,370764,9.82,2.378723094667955e-15
-15.877,-72.413,110.0,6.1,372457,9.79,2.3571473130457763e-15
-2.987,127.671,38.0,5.1,382872,9.79,2.230651851234311e-15
-60.577,-26.424,10.0,5.1,383146,9.78,2.2274625705769674e-15
48.851,154.852,48.6,5.4,384291,9.8,2.21420883784877e-15
24.572,122.248,70.0,5.9,385954,9.8,2.1951687641827736e-15
-55.981,-27.674,122.1,5.1,388712,9.82,2.1641288311663594e-15
36.42,28.88,35.0,6.0,389760,9.78,2.1525065104166666e-15
36.039,69.401,29.1,5.4,393398,9.78,2.1128794130775545e-15
36.023,69.351,16.0,5.7,393493,9.8,2.1118593221780537e-15
-5.677,105.494,163.9,5.5,398180,9.8,2.0624342983186383e-15
-31.696,-178.657,46.3,5.1,399453,9.78,2.0493098739304618e-15
-55.796,-28.394,86.1,5.5,401860,9.8,2.0248341046017766e-15
37.294,42.325,5.4,5.3,404139,9.8,2.0020618122727167e-15
-22.25,179.633,583.9,5.1,404518,9.79,1.9983120361488047e-15
23.699,121.584,9.2,5.2,404845,9.78,1.9950852005182326e-15
1.293,126.828,61.4,5.5,405065,9.78,1.9929186368766176e-15
42.166,84.279,13.0,5.2,405143,9.79,1.9921513389599484e-15
5.719,126.354,41.4,5.7,405294,9.79,1.9906671876276745e-15
-3.381,146.309,35.7,5.4,405555,9.79,1.988105774502613e-15
20.632,145.401,77.3,5.1,405679,9.78,1.9868905898883877e-15
15.593,119.563,28.0,5.9,405449,9.78,1.9891454453848928e-15
-8.511,160.356,50.8,5.7,405258,9.8,1.9910208744237123e-15
-20.588,-174.311,10.0,5.3,404601,9.78,1.997492251290539e-15
38.919,141.831,36.0,6.3,404420,9.8,1.9992806247798773e-15
-57.124,-26.603,130.4,5.1,404222,9.82,2.0012397191148277e-15
-33.009,-68.496,22.8,5.3,403621,9.79,2.007203930725751e-15
2.035,129.203,36.2,5.1,403292,9.81,2.010480164588926e-15
-2.921,100.99,55.7,5.1,401959,9.78,2.02383681935375e-15
-38.304,146.2,10.0,5.2,401347,9.8,2.0300136811382018e-15
43.443,-127.273,10.0,5.2,401071,9.8,2.0328085805835558e-15
53.351,171.619,14.0,6.0,400843,9.78,2.035121766396836e-15
53.351,171.701,11.9,5.6,400323,9.8,2.040412247506718e-15
-0.727,133.281,14.0,5.3,399921,9.81,2.0445163479585276e-15
-4.928,103.194,69.5,5.2,398883,9.8,2.05517094715119e-15
0.102,123.426,142.3,5.4,397463,9.82,2.069882031541722e-15
-8.7,156.998,10.0,5.4,397288,9.78,2.071705943334125e-15
39.38,143.364,10.0,5.2,394540,9.79,2.1006656137361824e-15
-17.963,-178.186,542.8,5.5,394263,9.78,2.1036184081105404e-15
-32.829,-178.622,13.9,5.2,394085,9.78,2.1055191586640776e-15
-32.935,-178.65,13.6,5.5,393746,9.78,2.1091462596851785e-15
-54.36,158.79,14.0,5.7,393442,9.79,2.1124068580591297e-15
-32.979,-178.33,7.3,5.1,393370,9.78,2.1131802124729682e-15
3.009,97.896,95.0,6.1,389934,9.79,2.1505859158119245e-15
2.628,90.509,16.5,5.5,387312,9.78,2.1798022736205446e-15
57.601,163.195,10.0,6.0,386384,9.79,2.190285553019088e-15
27.767,100.781,10.0,5.5,385614,9.79,2.1990414784279817e-15
-22.445,-66.702,190.4,5.4,385215,9.82,2.203599306954668e-15
-60.228,-27.611,112.0,5.1,383719,9.79,2.220815085885109e-15
-32.627,-178.051,10.0,5.1,382367,9.78,2.236547878177246e-15
56.157,160.519,161.6,5.2,376386,9.78,2.3081928145077705e-15
15.378,-92.049,168.1,5.4,375866,9.78,2.31458387156874e-15
13.834,-89.967,132.6,5.7,373622,9.82,2.3424704722013865e-15
23.126,143.482,10.0,5.1,372790,9.78,2.352938082753953e-15
-8.304,119.938,61.2,5.2,372551,9.79,2.3559579784605136e-15
-15.222,-173.268,10.0,5.5,371297,9.82,2.371898642016963e-15
-15.138,-173.341,10.0,5.2,371186,9.78,2.373317446148544e-15
37.165,140.934,77.9,5.2,369853,9.78,2.3904557861582117e-15
-13.504,166.625,10.0,5.3,368369,9.8,2.4097548147578233e-15
14.939,-93.062,70.8,5.2,365628,9.78,2.446020616529655e-15
-24.747,-9.663,10.0,5.8,365345,9.78,2.4498115097201125e-15
43.433,84.7,18.0,6.3,364755,9.79,2.4577431776414856e-15
28.134,143.386,41.0,5.2,364459,9.8,2.461736973385325e-15
-22.088,170.992,92.1,5.5,363177,9.8,2.479147310392534e-15
25.592,94.696,58.0,5.6,362606,9.79,2.486961343750659e-15
34.481,59.927,28.0,5.1,362386,9.8,2.4899818664748425e-15
-28.561,-70.878,35.0,5.4,362406,9.78,2.489707046172805e-15
-33.385,-179.342,86.8,5.4,363174,9.8,2.4791882685704305e-15
-14.423,-75.598,39.7,5.7,363506,9.79,2.4746617153383057e-15
34.934,139.744,86.4,5.3,363750,9.79,2.471342870301484e-15
-10.82,163.331,92.0,5.5,363864,9.79,2.4697945503073057e-15
-40.023,173.756,229.8,6.3,364526,9.81,2.460832120400702e-15
-4.035,-76.15,115.4,5.1,364876,9.78,2.456113376751092e-15
-30.749,-178.169,38.9,5.1,368439,9.79,2.4088392395177205e-15
5.126,126.554,61.9,5.3,371740,9.78,2.3662488598467006e-15
-14.657,167.34,160.1,6.3,375654,9.8,2.3171970754292452e-15
-39.068,175.807,90.8,5.3,380872,9.79,2.2541401470198436e-15
45.465,151.232,43.5,5.1,380896,9.82,2.2538560922692225e-15
-4.651,153.296,35.0,5.7,381529,9.8,2.2463834892158504e-15
-56.203,-27.414,100.6,5.4,382630,9.81,2.2334743610001746e-15
18.243,-71.136,26.7,5.1,385574,9.79,2.1994977655312173e-15
45.497,151.288,20.0,6.0,389063,9.79,2.160225779103541e-15
-56.456,-24.188,10.0,5.2,389772,9.78,2.1523739730332384e-15
-0.171,122.791,94.4,5.3,394386,9.79,2.1023064715009498e-15
35.604,28.919,55.8,5.6,394679,9.78,2.0991862287036613e-15
29.381,130.099,39.2,5.6,395734,9.78,2.0880085718467092e-15
25.347,96.529,31.0,5.1,395884,9.78,2.0864265834361117e-15
-25.142,-176.408,16.6,5.1,397016,9.82,2.07454561250598e-15
-1.692,134.248,30.2,5.2,398364,9.81,2.0605295063684584e-15
-8.442,156.275,10.0,5.3,400419,9.78,2.039433991755578e-15
45.401,151.424,10.0,5.7,400718,9.78,2.036391636470309e-15
45.377,151.435,10.0,5.1,400759,9.8,2.0359749881293794e-15
-16.103,-174.678,19.4,5.4,400903,9.78,2.0345126506328553e-15
-26.051,-177.362,89.5,5.7,401777,9.78,2.025670780618155e-15
1.582,-90.855,10.0,5.1,402217,9.79,2.0212412928880543e-15
-15.276,-75.288,14.3,5.4,402769,9.79,2.0157048159698137e-15
14.75,-90.938,202.2,5.2,403192,9.79,2.0114775700359746e-15
-10.752,165.977,127.7,5.2,403388,9.78,2.009523353133985e-15
45.452,151.665,12.0,5.8,403975,9.81,2.0036876791418357e-15
36.527,70.906,198.0,5.7,404040,9.78,2.0030430438434595e-15
-2.885,129.321,10.4,5.5,404130,9.78,2.0021509853454787e-15
-18.273,-178.551,644.3,5.1,404634,9.8,1.9971664528833556e-15
-15.232,-73.172,88.8,5.1,404757,9.81,1.9959528153246304e-15
45.54,151.329,10.0,5.2,404660,9.8,1.9969098193658173e-15
45.516,151.316,10.0,5.4,404643,9.81,1.99707761260596e-15
-49.044,124.64,10.0,5.4,404327,9.81,2.000200447010459e-15
