latitude,longitude,depth,magnitude,distance,gravity,force
44.3249,82.742,10.0,5.2,390660,9.8,2.1426000734097086e-15
44.359,82.7899,10.0,5.3,390647,9.79,2.142742679211957e-15
52.4023,-169.0496,29.0,5.5,389801,9.79,2.1520537248895315e-15
52.4708,-169.1409,29.0,5.5,389782,9.8,2.152263534564399e-15
35.7086,140.1416,61.61,5.1,387100,9.79,2.1821905176106653e-15
-8.1513,103.9711,10.0,5.2,386340,9.78,2.1907844816945336e-15
50.5453,157.3699,80.46,5.1,386173,9.82,2.192679695065205e-15
-25.0092,-13.6001,10.0,5.5,385786,9.8,2.1970810609035506e-15
14.0065,120.7391,172.0,6.2,383034,9.79,2.2287653911179494e-15
-6.5533,131.1113,61.8,5.1,381634,9.78,2.245147552068983e-15
-16.2986,-73.4744,41.0,5.6,380794,9.78,2.255063695914137e-15
-55.4745,-30.0115,10.0,5.3,379111,9.78,2.275130095669987e-15
-30.2412,-72.1598,9.0,5.8,378757,9.78,2.279384920953836e-15
-29.6674,-176.093,10.0,5.1,378626,9.79,2.2809624728416255e-15
-20.0278,-71.0217,10.0,5.2,378349,9.79,2.284303609696951e-15
-4.2405,152.9065,37.6,5.2,378063,9.78,2.2877610119985236e-15
30.001,131.1298,21.08,5.3,378032,9.81,2.288136236843221e-15
-3.7682,101.6228,31.0,6.4,376895,9.78,2.3019625551178964e-15
-5.6506,-12.5581,10.0,5.1,376485,9.8,2.3069790554249452e-15
-19.0231,169.579,264.16,5.1,375726,9.78,2.316309076174934e-15
-10.7214,-74.5662,32.0,5.8,375157,9.79,2.323340688823938e-15
48.8522,-27.8866,10.0,5.1,374241,9.81,2.334727920900103e-15
48.7175,-27.8621,10.0,5.2,374230,9.8,2.3348651754471694e-15
48.6974,-27.883,10.0,5.1,374221,9.78,2.3349774836247938e-15
-54.9651,-129.7723,10.0,5.6,373609,9.78,2.3426334910041483e-15
-3.7909,140.2565,18.04,5.4,371531,9.78,2.3689118145501664e-15
-43.818,-82.056,10.0,5.1,371253,9.78,2.3724608986166667e-15
-43.9555,-82.4503,10.0,5.1,371250,9.81,2.372499241573989e-15
-14.7973,-173.1163,8.0,5.7,370872,9.81,2.3773379014554126e-15
-30.0161,-72.1624,10.21,5.1,369582,9.81,2.3939627265729735e-15
45.5644,-27.6956,10.0,5.2,368916,9.81,2.4026141178571614e-15
-2.2958,99.891,21.4,5.3,368771,9.79,2.404503895188092e-15
28.6737,127.9007,198.0,5.7,368076,9.81,2.4135928220329822e-15
-29.64,-176.1624,10.0,5.3,367614,9.81,2.4196632142039977e-15
-24.9605,-13.4634,10.0,5.2,367586,9.79,2.4200318525654586e-15
-48.7607,126.388,10.0,5.1,367141,9.79,2.4259018960702988e-15
-5.7508,-12.6369,10.0,5.2,366833,9.79,2.429977273456552e-15
-1.112,-13.6605,35.0,6.6,366219,9.79,2.438132266992753e-15
16.9872,-100.3035,26.3,5.1,366181,9.79,2.4386383218313016e-15
-29.4577,-176.1433,10.0,5.2,366150,9.79,2.439051272743282e-15
-45.528,-76.6048,10.0,5.1,366171,9.78,2.438771520343527e-15
-6.2578,128.0493,13.7,5.5,366178,9.78,2.438678280239148e-15
-17.9609,-178.8406,544.0,6.4,366276,9.78,2.4373734800361245e-15
-55.6393,-29.4496,10.0,5.1,366444,9.78,2.4351391147318127e-15
-13.7578,-75.6917,79.75,5.1,368877,9.82,2.4031221837109645e-15
14.0033,-91.8497,16.0,5.3,369526,9.78,2.3946883700780445e-15
-35.6156,-179.4997,10.0,5.1,369543,9.78,2.3944680505703725e-15
14.3676,-93.0916,10.0,5.3,371440,9.79,2.3700726878096754e-15
-15.4933,-171.5759,10.0,5.3,372535,9.8,2.3561603548124988e-15
36.1833,44.9358,8.0,5.1,380064,9.78,2.263734748404294e-15
36.4191,71.3353,110.81,5.1,388978,9.8,2.1611699931906157e-15
6.1691,-82.6647,10.0,5.2,393989,9.78,2.1065453521104644e-15
-47.2669,160.03,10.0,5.5,396471,9.82,2.08025298810032e-15
-10.326,111.1036,10.0,5.2,396845,9.78,2.0763338357660242e-15
-1.4525,148.08,8.0,6.3,397552,9.8,2.0689553659473368e-15
-1.4586,148.064,10.0,5.4,399035,9.78,2.0536055381665455e-15
37.9475,47.1318,17.29,5.2,400330,9.78,2.0403408925702388e-15
-59.3706,-27.1963,35.0,5.3,403923,9.78,2.00420361146559e-15
19.2682,121.1591,27.59,5.4,404113,9.8,2.0023194396276548e-15
12.9924,145.6228,10.0,5.2,404296,9.81,2.0005071954871535e-15
13.0364,-101.7118,10.0,5.2,404296,9.79,2.0005071954871535e-15
39.8949,-29.6094,10.0,5.3,404299,9.8,2.0004775070668505e-15
28.4869,130.0231,24.18,5.2,404182,9.78,2.0016358453640474e-15
27.902,56.9464,10.0,5.2,404091,9.78,2.002537470847409e-15
-1.159,99.6881,43.14,6.3,403363,9.79,2.009772456996656e-15
58.4501,-153.6515,62.9,5.6,403322,9.82,2.0101810876143155e-15
-0.2252,125.1781,40.82,5.3,402965,9.82,2.0137444369691947e-15
10.113,-85.5035,27.75,5.4,402250,9.78,2.0209096671496294e-15
56.9317,-33.9796,10.0,5.2,401946,9.78,2.0239677339747053e-15
57.058,-34.0711,10.0,5.5,401933,9.78,2.0240986612986553e-15
14.0158,146.5948,11.0,5.5,397541,9.82,2.0690698639432194e-15
42.6474,-111.4492,9.52,5.3,397403,9.82,2.070507101293239e-15
-57.7387,-25.6131,25.0,6.1,392284,9.78,2.1248966746950028e-15
1.1741,91.8862,10.0,5.1,390318,9.8,2.1463564477222717e-15
-19.2621,-70.0097,61.06,5.2,389943,9.78,2.1504866446370114e-15
-16.2437,167.9781,181.33,5.5,389104,9.79,2.1597705558693447e-15
-15.4155,-173.6665,71.74,5.1,382468,9.78,2.2353668041546417e-15
27.7829,139.8041,451.0,6.1,379212,9.78,2.273918332653145e-15
15.0222,-93.8993,47.39,8.2,377726,9.79,2.2918450273213385e-15
15.1793,-94.2971,36.25,5.7,377701,9.78,2.292148431452628e-15
15.5726,-94.5672,51.13,5.3,377667,9.78,2.2925611577680606e-15
15.2029,-94.5946,49.18,5.2,377653,9.78,2.2927311362992652e-15
15.2843,-94.4082,45.81,5.2,377634,9.78,2.2929618516874994e-15
14.9282,-94.1118,44.46,5.1,377633,9.78,2.292973995567339e-15
15.2148,-94.1725,50.77,5.3,377264,9.78,2.2974616815964282e-15
15.4208,-94.5701,56.7,5.2,376842,9.78,2.3026101081767166e-15
15.8843,-94.221,82.67,5.1,376572,9.78,2.305913208824666e-15
15.5226,-94.3872,60.16,5.3,376534,9.78,2.306378660143802e-15
15.746,-93.836,86.23,5.1,376311,9.79,2.309112966787264e-15
14.7125,54.7094,10.0,5.1,376211,9.78,2.3103406926418848e-15
16.231,-94.9814,63.24,5.3,376059,9.78,2.312208712052011e-15
15.6429,-94.7923,57.68,5.1,375230,9.78,2.3224367772374826e-15
15.081,-94.0609,29.0,5.5,375009,9.78,2.325174896932313e-15
-4.9459,133.9356,10.0,5.4,374504,9.8,2.3314498900274777e-15
-22.4613,-66.1912,229.58,5.2,374319,9.78,2.3337550084694702e-15
15.7229,-94.9534,32.25,5.3,374006,9.82,2.337662811955904e-15
15.3973,-94.5323,29.0,5.8,373039,9.78,2.349798003312385e-15
15.7644,-94.5035,57.6,5.2,372626,9.79,2.355009686789368e-15
41.7813,142.8932,45.0,5.5,372621,9.78,2.3550728884201697e-15
57.1322,-33.6523,10.0,5.7,371778,9.78,2.3657651687118105e-15
-4.1892,134.3851,10.0,5.1,371494,9.78,2.3693837150492355e-15
23.9529,142.3373,35.0,5.7,370792,9.79,2.378363854275104e-15
14.9074,-94.0139,27.0,5.5,370654,9.78,2.3801351844720404e-15
51.5235,-178.3593,54.7,5.1,370628,9.78,2.3804691348772863e-15
15.2967,-94.4687,17.32,5.1,370511,9.78,2.3819727818055025e-15
15.1117,-93.9709,42.49,5.4,370386,9.79,2.3835808168842785e-15
15.6096,-95.173,13.3,5.1,369872,9.78,2.390210201234894e-15
18.6881,145.7467,166.0,5.8,370152,9.81,2.3865954390439394e-15
-13.8345,170.1022,10.0,5.2,370272,9.81,2.3850487650046166e-15
-26.6684,-112.2923,10.0,5.2,370368,9.78,2.383812508052462e-15
-55.4436,-28.3619,9.0,5.5,371051,9.79,2.3750447350690864e-15
42.2053,83.5155,16.0,5.4,371933,9.78,2.3637937534682674e-15
-6.4027,154.9693,84.07,5.1,372096,9.78,2.361723244835526e-15
16.0895,-95.1384,35.0,5.6,372215,9.8,2.360213364040823e-15
15.2266,-94.6967,12.76,5.1,372604,9.78,2.3552877929967537e-15
53.0017,159.8089,51.4,5.3,372714,9.78,2.3538977543852386e-15
-6.3113,148.8708,18.92,5.7,374262,9.82,2.3344659230974306e-15
-16.6386,-173.6428,30.39,5.4,374302,9.79,2.3339670016519517e-15
-18.5458,-12.6962,10.0,5.5,375889,9.78,2.3143006294395266e-15
-31.8216,-72.1261,17.0,5.9,376903,9.79,2.301864834988321e-15
15.2577,-94.5666,10.0,5.6,376971,9.79,2.301034465059509e-15
15.105,-94.1434,29.73,5.5,379374,9.79,2.2719767335012196e-15
27.9329,53.9856,10.0,5.1,380199,9.78,2.2621274325802496e-15
18.5499,-98.4887,48.0,7.1,380936,9.78,2.253382786987551e-15
-5.5684,150.836,100.12,5.2,381248,9.79,2.249696117147553e-15
37.3074,141.6201,47.16,5.4,381258,9.8,2.249578104326127e-15
-50.7087,162.6317,8.0,6.1,382122,9.79,2.2394167519524207e-15
-16.293,-71.2327,106.18,5.3,382726,9.78,2.2323540470014002e-15
1.1455,132.7063,10.0,5.1,383891,9.79,2.2188254866351424e-15
23.3263,121.7791,20.22,5.4,384241,9.78,2.214785130566532e-15
-10.1961,118.8822,10.84,5.3,384569,9.8,2.2110087485524436e-15
37.9814,144.6601,11.0,6.1,384603,9.81,2.210617846897283e-15
-18.7854,169.0946,197.0,6.4,385212,9.78,2.2036336299958143e-15
-5.0845,147.827,10.0,5.9,385569,9.79,2.199554811404379e-15
-5.0868,147.97,10.0,5.2,385580,9.78,2.1994293134127764e-15
-6.1113,113.024,588.0,5.7,385876,9.78,2.196056305615333e-15
-5.2239,153.7956,41.68,5.2,389007,9.8,2.160847779998206e-15
23.5482,-108.831,10.0,5.6,391106,9.79,2.137716206780491e-15
40.4105,-126.8326,12.68,5.7,393586,9.78,2.1108614222880744e-15
31.3308,140.9508,48.21,5.2,394261,9.78,2.103639750558753e-15
15.4897,-94.4287,53.84,5.8,396033,9.79,2.0848569209079808e-15
16.6258,-95.0778,10.0,6.1,396389,9.78,2.081113750577735e-15
7.5618,124.7428,8.18,5.7,397600,9.78,2.0684558495338223e-15
15.3135,-94.1702,47.44,5.8,399475,9.78,2.049084159801845e-15
-5.3495,153.9943,46.75,5.1,402159,9.78,2.0218243480909884e-15
-5.9298,106.3876,150.05,5.1,402887,9.79,2.0145242450586564e-15
-6.2318,152.7215,10.0,5.9,403061,9.8,2.012785294587321e-15
-23.5815,-176.8371,96.0,6.4,403575,9.78,2.0076615241982823e-15
1.2072,132.6936,18.91,5.4,404195,9.78,2.0015070914332334e-15
40.335,142.3424,37.0,5.8,404225,9.78,2.0012100143866256e-15
-23.5728,-179.9169,540.84,5.4,404250,9.79,2.0009625007027603e-15
-3.5213,139.8123,54.64,5.1,404339,9.78,2.0000817246057853e-15
20.2278,145.1423,10.0,5.4,403621,9.78,2.007203930725751e-15
28.7941,140.5324,10.0,5.5,403421,9.78,2.009194606943844e-15
-34.0499,-178.5949,10.0,5.1,402553,9.78,2.0178685511828773e-15
-24.8583,-179.7865,456.57,5.4,402517,9.79,2.0182295124160594e-15
14.8643,-94.2318,11.0,5.4,402060,9.78,2.022820145998889e-15
14.8536,-94.2936,9.98,5.2,402005,9.79,2.0233736849781072e-15
39.8279,68.0037,14.13,5.1,400979,9.79,2.0337414964919615e-15
53.2341,160.0841,49.54,5.3,400280,9.8,2.040850652819233e-15
32.2813,105.0428,10.0,5.1,398760,9.79,2.056439003190963e-15
1.9151,128.7315,33.0,5.2,398107,9.79,2.063190735695996e-15
3.9397,128.4983,10.0,5.6,395981,9.78,2.0854045213141877e-15
7.5275,-73.148,128.61,5.1,395567,9.82,2.0897719698947234e-15
-24.5681,-176.7451,96.86,5.1,393996,9.78,2.1064705001501774e-15
-55.2567,-28.8297,10.0,5.2,382271,9.79,2.2376713510866197e-15
13.4587,-49.3322,10.0,5.7,381944,9.8,2.2415045400405883e-15
-31.3112,-178.1432,10.0,5.2,380568,9.8,2.2577428266935678e-15
-22.3793,-68.5172,110.18,5.5,375129,9.82,2.3236875346669277e-15
0.9559,-25.5089,10.0,5.5,372304,9.78,2.359085071667422e-15
37.5033,144.0201,9.0,6.2,371483,9.79,2.3695240369845334e-15
37.0959,141.0771,44.0,5.6,370601,9.81,2.380816003924712e-15
-35.3103,-15.5522,10.0,5.6,370277,9.79,2.3849843528844505e-15
-32.9921,-178.2819,10.0,5.4,369559,9.78,2.394260718807573e-15
-1.7015,-77.9133,137.9,5.2,368700,9.79,2.4054300476924727e-15
-18.9903,-175.5659,10.0,6.1,367079,9.81,2.4267214396530655e-15
-61.7467,154.5985,10.0,6.2,366928,9.79,2.4287191631079876e-15
52.3909,176.7691,119.0,6.5,366902,9.8,2.429063390916189e-15
-12.7838,66.3823,10.0,5.1,366859,9.78,2.4296328513745695e-15
-18.5715,-69.7526,85.0,6.3,367351,9.8,2.4231291050065844e-15
-9.179,-109.6224,10.0,5.4,367709,9.81,2.418413104408448e-15
-54.2632,8.6086,9.0,6.7,367935,9.79,2.415443049904452e-15
-54.2586,8.3362,10.0,5.6,368241,9.78,2.411430359981843e-15
-5.6448,146.1197,50.6,5.1,369833,9.78,2.39071433749595e-15
39.1647,24.2379,11.54,5.1,369907,9.78,2.389757907013473e-15
-56.2845,-24.6109,10.0,5.2,370283,9.79,2.38490706178451e-15
32.074,95.0497,10.0,5.1,370701,9.78,2.379531683202388e-15
-30.9939,-65.6186,165.65,5.5,371759,9.81,2.366006995738753e-15
43.4755,-127.1378,10.0,5.3,374064,9.8,2.3369379417109194e-15
16.2276,-94.8656,56.0,5.5,374898,9.81,2.3265519788155206e-15
7.2692,-71.9426,33.43,5.1,375851,9.79,2.3147686227114883e-15
-23.8502,-175.8718,14.0,5.5,383151,9.79,2.227404435584843e-15
-23.9501,-175.4223,10.0,5.1,383175,9.79,2.2271254193008795e-15
-23.7327,-175.6834,10.0,5.5,383213,9.78,2.226683750725576e-15
-20.5701,-175.5348,131.57,5.1,385314,9.79,2.2024670963130888e-15
-20.5914,-173.8022,10.0,6.1,389017,9.79,2.160736688708786e-15
-0.2383,122.9492,92.61,5.6,389256,9.79,2.1580841539708223e-15
-5.562,147.1812,193.0,5.6,389697,9.79,2.153202532565254e-15
-53.2478,22.7589,10.0,5.2,391237,9.78,2.1362848802991163e-15
33.7862,-38.8445,10.0,5.1,391717,9.8,2.1310525902386408e-15
28.3183,131.2108,14.0,5.9,392045,9.78,2.1274882399698704e-15
7.4006,-35.7032,10.0,5.2,393956,9.81,2.10689827938228e-15
11.6611,143.2602,10.0,5.3,394060,9.78,2.105786324317526e-15
-5.6353,147.2574,182.1,5.3,394518,9.78,2.100899904349359e-15
-52.2993,15.4806,10.0,5.1,395513,9.79,2.09034264843125e-15
-30.5203,-177.3206,10.0,5.2,395575,9.78,2.0896874448023528e-15
4.1479,127.8735,63.09,5.3,397679,9.83,2.067634122556068e-15
70.8284,-5.9518,10.0,5.3,399129,9.78,2.052638351171782e-15
-8.1338,129.7435,10.0,5.1,400025,9.81,2.0434534040922486e-15
-6.0932,30.7397,10.0,5.1,401109,9.8,2.0324234330700993e-15
14.0002,120.7252,209.39,5.4,401958,9.82,2.023846889258252e-15
27.9254,57.0544,10.0,5.3,402881,9.8,2.0145842490572352e-15
-52.3439,16.7811,10.0,5.8,403530,9.79,2.0081093214179526e-15
-52.3668,16.7755,10.0,5.3,403956,9.83,2.003876169775534e-15
-26.3728,-141.3327,10.0,5.2,404348,9.83,1.9999926897388353e-15
-33.6161,77.7244,10.0,5.1,404579,9.78,1.9977094945203343e-15
-7.2168,123.0735,553.81,6.7,404915,9.81,1.9943954562881162e-15
-4.8552,131.0906,41.82,5.5,405061,9.81,1.9929579974366706e-15
-56.7153,147.3948,10.0,5.3,398709,9.79,2.0569651267387584e-15
-56.3483,147.3256,10.0,5.2,397506,9.78,2.069434238988523e-15
86.8752,54.1515,10.0,5.8,397368,9.82,2.0708718560797803e-15
86.8972,53.2109,10.0,5.8,397362,9.78,2.070934395149668e-15
36.1991,70.6618,101.46,5.2,397093,9.78,2.073741143403623e-15
55.1973,-35.3528,10.0,5.2,396868,9.83,2.076093179958997e-15
86.9229,55.2002,10.0,5.9,396833,9.78,2.0764594119290547e-15
1.5422,66.7782,10.0,5.2,395127,9.79,2.094428759375295e-15
-10.756,-74.6931,101.08,5.4,386849,9.78,2.1850231862344963e-15
-8.6014,118.9841,110.17,5.5,385532,9.78,2.199977019850177e-15
-21.6971,169.1485,24.0,6.7,385023,9.78,2.205797599309491e-15
-21.4258,168.9245,10.0,5.9,384619,9.78,2.2104339290468198e-15
-21.6641,169.3833,10.0,5.1,384543,9.82,2.2113077433117426e-15
-15.4963,-173.267,10.0,5.7,383970,9.78,2.217912554993664e-15
-3.8261,127.7209,4.0,5.8,382350,9.79,2.236746764847462e-15
-3.7687,127.6675,8.14,5.6,382337,9.78,2.23689887255498e-15
-3.7449,127.7517,6.0,6.1,382271,9.79,2.2376713510866197e-15
-3.8194,127.769,15.77,5.7,382077,9.78,2.2399442879635835e-15
-3.6685,128.1185,10.0,5.1,382062,9.78,2.2401201747247997e-15
-3.7969,127.6458,10.0,5.1,381810,9.79,2.2430781725583628e-15
-3.7971,127.7522,10.0,5.1,381506,9.79,2.2466543545636076e-15
-21.6722,168.8248,15.93,5.4,380408,9.79,2.2596424440569737e-15
-21.7581,168.8981,7.99,5.3,380329,9.78,2.2605812643565348e-15
-60.0608,-26.6715,10.0,5.3,379652,9.79,2.268650643903268e-15
-21.7593,168.8952,10.62,5.4,379552,9.79,2.2698462373939655e-15
-21.7307,168.8741,8.94,5.1,379487,9.79,2.270623880059152e-15
-21.7289,168.9098,10.0,5.1,379267,9.79,2.2732588687925383e-15
-21.7278,168.9342,11.0,6.1,379227,9.79,2.2737384504168164e-15
-21.6484,168.8585,22.0,6.6,378678,9.79,2.2803360730780708e-15
-21.8066,168.9818,10.0,5.9,378006,9.79,2.2884510127363594e-15
-21.8914,169.2794,10.0,5.3,377985,9.78,2.2887053022253614e-15
-21.7389,168.8304,10.0,5.5,376938,9.79,2.301437382575233e-15
15.2478,-94.1227,59.1,5.1,373675,9.78,2.3418060331536316e-15
-21.8067,168.8844,9.43,5.2,373197,9.79,2.347808761743751e-15
-21.8262,168.8509,7.9,5.6,372784,9.82,2.3530138249645037e-15
-21.6984,169.0807,10.0,5.1,371959,9.78,2.363463305813524e-15
-21.844,169.0139,6.73,5.4,369942,9.79,2.3893057411598686e-15
-21.7646,168.9483,10.0,5.4,369935,9.79,2.3893961640634963e-15
-1.2388,120.5152,10.0,5.1,369906,9.78,2.389770827923852e-15
-21.7154,168.8365,10.0,5.1,366929,9.79,2.4287059250382052e-15
18.6597,-106.5643,10.0,5.7,366472,9.79,2.4347670192350515e-15
2.4828,-76.0318,157.28,5.1,364642,9.79,2.459266688436104e-15
-15.3197,-173.1682,10.0,6.8,363587,9.79,2.4735592266846405e-15
-21.7957,168.8961,15.52,5.3,363538,9.78,2.474226076204986e-15
-15.023,-172.8422,10.0,5.1,363241,9.79,2.478273777668474e-15
-21.2361,168.9614,10.0,5.7,363061,9.79,2.48073176606186e-15
-21.6862,169.116,10.0,5.4,362993,9.79,2.481661291207192e-15
-15.1585,-173.3848,10.0,5.6,362943,9.78,2.482345098921175e-15
-21.7643,168.9108,10.0,5.2,362891,9.78,2.48305655880009e-15
14.2304,-91.9734,50.0,5.2,362696,9.78,2.485727259279965e-15
-21.5666,168.7086,7.77,5.1,362465,9.79,2.488896591312104e-15
-18.6496,-177.7449,482.88,5.5,362151,9.79,2.4932144163743654e-15
11.6719,-61.1784,47.22,5.5,361554,9.78,2.501454833431096e-15
-21.6791,168.5585,10.0,5.1,361457,9.78,2.502797586102792e-15
-16.5593,177.0735,23.02,5.1,361438,9.79,2.5030607261379752e-15
-15.5893,-173.0764,10.0,5.4,361494,9.81,2.502285274575842e-15
-48.983,124.7513,10.0,5.2,362172,9.8,2.492925294162774e-15
-21.6767,168.6555,10.0,5.5,362494,9.79,2.488498377195566e-15
-17.6808,-178.5471,548.0,5.7,362849,9.79,2.483631422785892e-15
-4.2433,143.4846,110.57,6.5,364043,9.78,2.4673663506943415e-15
6.284,125.951,119.51,5.1,365216,9.79,2.45154243879967e-15
-21.8761,-179.3823,593.71,5.7,365241,9.78,2.4512068441461035e-15
1.8855,127.0792,103.76,5.2,368016,9.79,2.414379893108293e-15
32.5208,141.438,12.0,6.0,368725,9.78,2.4051038766297346e-15
32.4554,141.5139,14.98,5.4,370546,9.79,2.3815228235814612e-15
-21.5205,168.6069,10.0,5.3,373032,9.79,2.3498861927457486e-15
-41.4667,-84.1899,10.0,5.8,373561,9.78,2.3432355540238976e-15
-21.4156,168.5144,8.28,5.3,375806,9.78,2.315323008881443e-15
-11.7424,-14.1142,10.0,6.1,375834,9.78,2.314978034082276e-15
9.1338,58.2224,10.0,5.4,380964,9.8,2.253051561993192e-15
34.9109,45.9592,19.0,7.3,383348,9.79,2.225115727017468e-15
34.9224,45.5873,10.0,5.3,383382,9.78,2.2247210784421206e-15
37.9353,144.9308,10.2,5.9,384061,9.8,2.2168616483327685e-15
9.5147,-84.4865,19.36,6.5,384762,9.79,2.2087911820357707e-15
9.4449,-84.5477,10.0,5.3,384774,9.78,2.208653412431436e-15
-21.6527,168.7692,10.0,5.1,386636,9.79,2.1874313331074015e-15
-18.1454,-178.0058,596.92,5.5,390042,9.79,2.149395115216913e-15
-18.6299,-171.5225,10.0,5.5,391243,9.8,2.136219357792657e-15
-31.7017,-177.7911,10.0,5.1,391565,9.79,2.132707400368752e-15
8.8142,-83.9123,10.0,5.1,391634,9.78,2.13195596485896e-15
-26.1935,70.8159,10.0,5.3,392082,9.8,2.127086725232176e-15
13.0996,143.7117,123.0,5.8,392084,9.79,2.127065024971006e-15
-6.086,154.4528,49.2,5.3,392113,9.79,2.1267504084973344e-15
-59.0311,-17.1009,10.0,5.6,392322,9.8,2.1244850629926875e-15
-17.4931,-174.6576,156.47,5.3,392752,9.79,2.1198356735867996e-15
36.0735,129.28,10.0,5.5,392821,9.82,2.1190910300201488e-15
25.4369,141.3832,10.42,5.1,393293,9.79,2.1140077420997172e-15
40.3082,47.3317,22.13,5.2,394813,9.78,2.0977615379290178e-15
-21.8473,168.9355,8.38,5.4,394892,9.79,2.0969222877813935e-15
-21.5338,168.6833,10.0,5.1,395829,9.8,2.087006437032094e-15
-21.6071,168.506,8.39,5.4,395832,9.79,2.086974802421527e-15
-21.5423,168.5096,10.0,5.9,396291,9.8,2.0821431676735433e-15
-21.4884,168.6622,10.0,5.4,396294,9.78,2.0821116435734566e-15
-21.5312,168.6607,10.0,5.3,396365,9.79,2.08136578212521e-15
32.2203,140.5499,59.0,5.8,396632,9.82,2.0785645073124045e-15
-10.1282,160.9986,22.0,5.3,397270,9.78,2.0718936824122668e-15
-21.7361,168.4179,10.0,5.2,397275,9.79,2.0718415301085917e-15
-58.5433,-62.9694,10.0,5.3,397396,9.79,2.0705800445405723e-15
4.8748,-82.515,10.0,5.2,397934,9.79,2.064985051258668e-15
-30.3886,-177.9229,10.0,5.3,398999,9.78,2.0539761312485394e-15
-2.4428,-79.8202,78.05,5.4,399913,9.79,2.04459814722177e-15
29.8333,94.9838,8.0,6.4,400846,9.79,2.0350913041123057e-15
29.9311,94.8843,10.0,5.1,401044,9.78,2.0330823045602285e-15
-2.9657,-79.707,35.0,5.5,401425,9.79,2.0292248628848377e-15
2.4648,128.1481,8.0,5.8,402511,9.79,2.0182896820378994e-15
15.0066,-94.1428,28.21,5.2,402599,9.79,2.017407463845119e-15
2.3972,128.1485,14.88,5.4,402727,9.78,2.0161252696111325e-15
-21.6377,168.6729,14.0,6.3,403899,9.78,2.004441801289143e-15
-21.6841,168.6331,10.0,5.4,403935,9.78,2.0040845324746862e-15
-21.6728,168.6315,10.0,5.3,404043,9.79,2.0030132989557974e-15
-21.5027,168.5984,13.0,6.6,404295,9.79,2.00051709177412e-15
-21.4391,168.6,10.0,5.1,404304,9.79,2.0004280278349563e-15
-21.4112,168.6138,10.0,5.3,404359,9.79,1.999883877419341e-15
-21.2029,168.5843,5.94,5.9,404360,9.79,1.9998739858306354e-15
-21.8377,168.77,10.0,5.1,404362,9.78,1.9998542028733836e-15
-2.9783,129.5555,22.18,5.2,404453,9.79,1.998954388757097e-15
-21.6424,168.6826,10.0,5.3,404579,9.79,1.9977094945203343e-15
-21.3246,168.6715,10.0,7.0,404768,9.79,1.9958443325264013e-15
-21.4404,168.5854,10.0,5.2,404783,9.79,1.995696415690519e-15
-21.4848,168.8088,10.0,6.0,404850,9.8,1.9950359212078554e-15
-21.2836,168.6353,10.0,5.1,404972,9.79,1.993834071596268e-15
-36.7233,-110.5472,10.0,5.3,405130,9.78,1.9922791911699524e-15
32.8531,46.3892,35.0,5.1,405581,9.79,1.9878508853766203e-15
-14.7243,-175.0485,9.0,6.0,405707,9.81,1.9866163475570782e-15
1.3731,96.9813,17.44,5.1,405858,9.78,1.9851383761253034e-15
-51.9757,139.6977,10.0,5.5,405895,9.79,1.984776475770848e-15
14.396,-93.9153,16.53,5.3,405970,9.78,1.9840431975214925e-15
9.4273,-40.5329,10.0,5.1,406119,9.78,1.982587623138926e-15
-21.3624,168.6568,10.0,5.2,406125,9.8,1.9825290429585976e-15
-21.2699,168.7112,10.0,5.2,406131,9.79,1.982470465374563e-15
0.4157,124.4387,88.65,5.3,406100,9.8,1.9827731441733703e-15
-36.5756,177.5099,15.91,5.5,406000,9.79,1.98375e-15
23.5374,120.7357,16.47,5.1,405826,9.79,1.9854514508545475e-15
37.0511,28.6427,10.0,5.1,405600,9.8,1.987664651243537e-15
29.3489,108.0576,10.0,5.1,404870,9.78,1.994838822223466e-15
27.1381,130.3582,11.0,5.5,404247,9.79,2.0009921999202014e-15
37.0845,28.6223,5.17,5.2,401196,9.78,2.031542060041779e-15
-20.6293,172.5477,10.35,5.8,398127,9.79,2.062983451194993e-15
-4.5746,153.2269,54.0,6.0,390342,9.79,2.146092520339964e-15
-15.4745,-178.0991,394.46,5.1,388405,9.82,2.1675512903063696e-15
60.5552,-147.4303,16.6,5.3,386652,9.78,2.1872503011862576e-15
72.5993,3.2746,10.0,5.5,382796,9.79,2.2315376826945193e-15
18.5029,145.6535,189.28,5.2,381644,9.83,2.2450298969695756e-15
-25.6432,-13.8643,10.0,5.5,378996,9.79,2.2765110055272835e-15
-14.4095,-76.1594,16.87,5.7,378229,9.78,2.2857533130108954e-15
45.2018,146.3012,9.61,5.5,373995,9.78,2.33780032539372e-15
-6.7362,129.7816,157.0,5.5,373643,9.78,2.342207170078551e-15
7.4028,126.6988,58.12,5.1,373288,9.79,2.3466642055003683e-15
-4.3873,143.8029,116.0,5.5,372120,9.79,2.361418614447292e-15
-1.0802,-23.4323,10.0,6.5,371940,9.79,2.3637047799748587e-15
30.7464,57.307,9.0,6.1,367137,9.81,2.425954757320705e-15
30.6973,57.4397,10.0,5.1,367097,9.79,2.4264834648671047e-15
-6.1346,147.6564,34.0,6.0,367073,9.78,2.4268007723614695e-15
30.7151,57.385,10.0,5.4,366905,9.78,2.42902366858817e-15
-21.4771,168.6201,10.0,5.1,366695,9.78,2.4318065864450675e-15
